,solute,solute SMILES,computed CAS,computed IUPAC,solvent,solvent SMILES,pka,ref
379,Phenanthroline,C1=CC2=C(C3=C(C=CC=N3)C=C2)[NH+]=C1,-,"1,10-phenanthrolin-10-ium",H2O,O,5.12,pKa_values_of_nitrogen_heterocycles.pdf
1207,66-71-7,C1=CC2=C(C3=C(C=CC=N3)C=C2)[NH+]=C1,-,"1,10-phenanthrolin-10-ium",H2O,O,5.12,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1340,66-71-7,C1=CC2=C(C3=C(C=CC=N3)C=C2)[NH+]=C1,-,"1,10-phenanthrolin-10-ium",MeCN,CC#N,13.69,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
349,Pyrazole,C1=CN[NH+]=C1,,1H-pyrazol-2-ium,MeCN,CC#N,9.1,pKa_values_of_nitrogen_heterocycles.pdf
395,Pyrazole,C1=CN[NH+]=C1,,1H-pyrazol-2-ium,H2O,O,2.48,pKa_values_of_nitrogen_heterocycles.pdf
1212,288-13-1,C1=CN[NH+]=C1,,1H-pyrazol-2-ium,H2O,O,2.48,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1274,288-13-1,C1=CN[NH+]=C1,,1H-pyrazol-2-ium,DMSO,CS(=O)C,1,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1345,288-13-1,C1=CN[NH+]=C1,,1H-pyrazol-2-ium,MeCN,CC#N,9.1,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1405,288-13-1,C1=CN[NH+]=C1,,1H-pyrazol-2-ium,THF,C1CCOC1,3.6,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
367,2-nitroimidazole,C1=CN=C([NH2+]1)[N+](=O)[O-],,2-nitro-1H-imidazol-1-ium,MeCN,CC#N,5.54,pKa_values_of_nitrogen_heterocycles.pdf
404,2-nitroimidazole,C1=CN=C([NH2+]1)[N+](=O)[O-],,2-nitro-1H-imidazol-1-ium,H2O,O,-0.81,pKa_values_of_nitrogen_heterocycles.pdf
317,Imidazole,C1=CN=C[NH2+]1,-,1H-imidazol-1-ium,MeCN,CC#N,15.05,pKa_values_of_nitrogen_heterocycles.pdf
378,Imidazole,C1=CN=C[NH2+]1,-,1H-imidazol-1-ium,H2O,O,6.95,pKa_values_of_nitrogen_heterocycles.pdf
1208,288-32-4,C1=CN=C[NH2+]1,-,1H-imidazol-1-ium,H2O,O,6.95,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1271,288-32-4,C1=CN=C[NH2+]1,-,1H-imidazol-1-ium,DMSO,CS(=O)C,6.26,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1341,288-32-4,C1=CN=C[NH2+]1,-,1H-imidazol-1-ium,MeCN,CC#N,15.07,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1403,288-32-4,C1=CN=C[NH2+]1,-,1H-imidazol-1-ium,THF,C1CCOC1,9.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
355,Pyrazine,C1=CN=CC=[NH+]1,-,pyrazin-1-ium,MeCN,CC#N,7.74,pKa_values_of_nitrogen_heterocycles.pdf
398,Pyrazine,C1=CN=CC=[NH+]1,-,pyrazin-1-ium,H2O,O,0.6,pKa_values_of_nitrogen_heterocycles.pdf
1216,290-37-9,C1=CN=CC=[NH+]1,-,pyrazin-1-ium,H2O,O,0.6,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1277,290-37-9,C1=CN=CC=[NH+]1,-,pyrazin-1-ium,DMSO,CS(=O)C,-0.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1349,290-37-9,C1=CN=CC=[NH+]1,-,pyrazin-1-ium,MeCN,CC#N,7.74,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1408,290-37-9,C1=CN=CC=[NH+]1,-,pyrazin-1-ium,THF,C1CCOC1,1.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1462,C10F15COH,C12(C(C3(C(C(C1(F)F)(C(C(C2(F)F)(C3(F)F)F)(F)F)F)(F)F)F)(F)F)O,160823-57-4,"2,2,3,4,4,5,6,6,7,8,8,9,9,10,10-pentadecafluoroadamantan-1-ol",MeCN,CC#N,18.25,leito_acids
44,727-49-1,C12=C(C(=C(C(=C1F)O)F)F)C(=C(C(=C2F)F)F)F,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",MeCN,CC#N,18.5,MeCN_Acids_COSMO-RS_2008_Table.pdf
842,727-49-1,C12=C(C(=C(C(=C1F)O)F)F)C(=C(C(=C2F)F)F)F,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",MeCN,CC#N,18.5,Ejoc202001649-sup-00001-misc_information.pdf
1069,727-49-1,C12=C(C(=C(C(=C1F)O)F)F)C(=C(C(=C2F)F)F)F,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",DMSO,CS(=O)C,7.9,Ejoc202001649-sup-00001-misc_information.pdf
1461,2-Perfluoronaphthol,C12=C(C(=C(C(=C1F)O)F)F)C(=C(C(=C2F)F)F)F,727-49-1,"1,3,4,5,6,7,8-heptafluoronaphthalen-2-ol",MeCN,CC#N,18.5,leito_acids
42,5386-30-1,C12=C(C(=C(C(=C1O)F)F)F)C(=C(C(=C2F)F)F)F,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",MeCN,CC#N,19.72,MeCN_Acids_COSMO-RS_2008_Table.pdf
837,5386-30-1,C12=C(C(=C(C(=C1O)F)F)F)C(=C(C(=C2F)F)F)F,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",MeCN,CC#N,19.7,Ejoc202001649-sup-00001-misc_information.pdf
1067,5386-30-1,C12=C(C(=C(C(=C1O)F)F)F)C(=C(C(=C2F)F)F)F,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",DMSO,CS(=O)C,8.9,Ejoc202001649-sup-00001-misc_information.pdf
1457,1-perfluoronaphtol,C12=C(C(=C(C(=C1O)F)F)F)C(=C(C(=C2F)F)F)F,5386-30-1,"2,3,4,5,6,7,8-heptafluoronaphthalen-1-ol",MeCN,CC#N,19.72,leito_acids
1199,100-76-5,C1C[NH+]2CCC1CC2,-,1-azoniabicyclo[2.2.2]octane,H2O,O,11,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1268,100-76-5,C1C[NH+]2CCC1CC2,-,1-azoniabicyclo[2.2.2]octane,DMSO,CS(=O)C,9.8,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1331,100-76-5,C1C[NH+]2CCC1CC2,-,1-azoniabicyclo[2.2.2]octane,MeCN,CC#N,19.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1399,100-76-5,C1C[NH+]2CCC1CC2,-,1-azoniabicyclo[2.2.2]octane,THF,C1CCOC1,13.1,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
37,27053-34-5,C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",MeCN,CC#N,24.49,MeCN_Acids_COSMO-RS_2008_Table.pdf
565,Octafluorofluorene,C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",MeCN,CC#N,24.49,pKa_values_of_acids_in_acetonitrile.pdf
795,27053-34-5,C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",MeCN,CC#N,24.49,Ejoc202001649-sup-00001-misc_information.pdf
1045,27053-34-5,C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",DMSO,CS(=O)C,10.8,Ejoc202001649-sup-00001-misc_information.pdf
1434,Oktafluorofluorene,C1C2=C(C3=C1C(=C(C(=C3F)F)F)F)C(=C(C(=C2F)F)F)F,27053-34-5,"1,2,3,4,5,6,7,8-octafluoro-9H-fluorene",MeCN,CC#N,24.49,leito_acids
1333,280-74-0,C1C2CNCC1C[NH2+]C2,,,MeCN,CC#N,21.56,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1401,280-74-0,C1C2CNCC1C[NH2+]C2,,,THF,C1CCOC1,14.8,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1198,123-75-1,C1CC[NH2+]C1,84316-19-8,pyrrolidin-1-ium,H2O,O,11.27,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1267,123-75-1,C1CC[NH2+]C1,84316-19-8,pyrrolidin-1-ium,DMSO,CS(=O)C,11.06,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1330,123-75-1,C1CC[NH2+]C1,84316-19-8,pyrrolidin-1-ium,MeCN,CC#N,19.62,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1398,123-75-1,C1CC[NH2+]C1,84316-19-8,pyrrolidin-1-ium,THF,C1CCOC1,13.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1194,110-89-4,C1CC[NH2+]CC1,17523-59-0,piperidin-1-ium,H2O,O,11.22,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1263,110-89-4,C1CC[NH2+]CC1,17523-59-0,piperidin-1-ium,DMSO,CS(=O)C,10.85,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1326,110-89-4,C1CC[NH2+]CC1,17523-59-0,piperidin-1-ium,MeCN,CC#N,19.35,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1394,110-89-4,C1CC[NH2+]CC1,17523-59-0,piperidin-1-ium,THF,C1CCOC1,14.3,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1217,3001-72-7,C1CC2=NCCC[NH+]2C1,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",H2O,O,13.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1278,3001-72-7,C1CC2=NCCC[NH+]2C1,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",DMSO,CS(=O)C,13.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1350,3001-72-7,C1CC2=NCCC[NH+]2C1,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",MeCN,CC#N,23.89,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1409,3001-72-7,C1CC2=NCCC[NH+]2C1,-,"3,4,5,6,7,8-hexahydro-2H-pyrrolo[1,2-a]pyrimidin-5-ium",THF,C1CCOC1,17.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
874,934201-93-1,C1CCC2=C3C4=C5CCCCC5=CC(=C4OP(=O)(OC3=C(C=C2C1)C6=CC7=CC=CC=C7C8=CC=CC=C86)O)C9=CC1=CC=CC=C1C1=CC=CC=C19,934201-93-1,"13-hydroxy-10,16-di(phenanthren-9-yl)-12,14-dioxa-13_5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(23),2,8,10,15,17-hexaene 13-oxide",MeCN,CC#N,13.97,Ejoc202001649-sup-00001-misc_information.pdf
1482,Substance1,C1CCC2=C3C4=C5CCCCC5=CC(=C4OP(=O)(OC3=C(C=C2C1)C6=CC7=CC=CC=C7C8=CC=CC=C86)O)C9=CC1=CC=CC=C1C1=CC=CC=C19,934201-93-1,"13-hydroxy-10,16-di(phenanthren-9-yl)-12,14-dioxa-13_5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(23),2,8,10,15,17-hexaene 13-oxide",MeCN,CC#N,14,leito_acids
240,DBU-H+,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",MeCN,CC#N,24.34,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
272,DBU-H+,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",DMSO,CS(=O)C,13.9,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
298,DBU-H+,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",THF,C1CCOC1,16.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
1218,6674-22-2,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",H2O,O,13.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1279,6674-22-2,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",DMSO,CS(=O)C,13.9,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1351,6674-22-2,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",MeCN,CC#N,24.31,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1410,6674-22-2,C1CCC2=NCCC[NH+]2CC1,-,"3,4,5,6,7,8,9,10-octahydro-2H-pyrimido[1,2-a]azepin-5-ium",THF,C1CCOC1,16.9,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1200,280-57-9,C1CN2CC[NH+]1CC2,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,H2O,O,8.82,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1269,280-57-9,C1CN2CC[NH+]1CC2,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,DMSO,CS(=O)C,9.06,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1332,280-57-9,C1CN2CC[NH+]1CC2,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,MeCN,CC#N,18.29,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1400,280-57-9,C1CN2CC[NH+]1CC2,49623-77-0,4-aza-1-azoniabicyclo[2.2.2]octane,THF,C1CCOC1,11.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
241,TBD-H+,C1CNC2=NCCC[NH+]2C1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",MeCN,CC#N,26.03,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
299,TBD-H+,C1CNC2=NCCC[NH+]2C1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",THF,C1CCOC1,19.4,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
1220,5807-14-7,C1CNC2=NCCC[NH+]2C1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",H2O,O,15.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1281,5807-14-7,C1CNC2=NCCC[NH+]2C1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",DMSO,CS(=O)C,15.3,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1353,5807-14-7,C1CNC2=NCCC[NH+]2C1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",MeCN,CC#N,26.02,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1412,5807-14-7,C1CNC2=NCCC[NH+]2C1,-,"2,3,4,5,6,7,8,9-octahydropyrimido[1,2-a]pyrimidin-5-ium",THF,C1CCOC1,21,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1196,110-85-0,C1CNCC[NH2+]1,8057-14-5,piperazin-1-ium,H2O,O,9.72,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1265,110-85-0,C1CNCC[NH2+]1,8057-14-5,piperazin-1-ium,DMSO,CS(=O)C,10.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1328,110-85-0,C1CNCC[NH2+]1,8057-14-5,piperazin-1-ium,MeCN,CC#N,18.69,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1396,110-85-0,C1CNCC[NH2+]1,8057-14-5,piperazin-1-ium,THF,C1CCOC1,14.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
706,Me-TCNP,CC(=C(C#N)C#N)C(C#N)C#N,24943-63-3,"2-methylprop-1-ene-1,1,3,3-tetracarbonitrile",MeCN,CC#N,7.36,pKa_values_of_acids_in_acetonitrile.pdf
1620,Me-TCNP,CC(=C(C#N)C#N)C(C#N)C#N,24943-63-3,"2-methylprop-1-ene-1,1,3,3-tetracarbonitrile",DCE,C(CCl)Cl,36.4,leito_acids
772,653-22-5,CC(=O)NC1=C(C(=C(C(=C1F)F)F)F)F,653-22-5,"N-(2,3,4,5,6-pentafluorophenyl)acetamide",MeCN,CC#N,26.45,Ejoc202001649-sup-00001-misc_information.pdf
1034,653-22-5,CC(=O)NC1=C(C(=C(C(=C1F)F)F)F)F,653-22-5,"N-(2,3,4,5,6-pentafluorophenyl)acetamide",DMSO,CS(=O)C,14.3,Ejoc202001649-sup-00001-misc_information.pdf
54,Acetic acid,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.51,MeCN_Acids_COSMO-RS_2008_Table.pdf
236,Acetic acid,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.51,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
268,Acetic acid,CC(=O)O,64-19-7,acetic acid,DMSO,CS(=O)C,12.6,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
284,Acetic acid,CC(=O)O,64-19-7,acetic acid,H2O,O,4.75,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
294,Acetic acid,CC(=O)O,64-19-7,acetic acid,THF,C1CCOC1,22.48,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
577,Acetic acid,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.5,pKa_values_of_acids_in_acetonitrile.pdf
807,64-19-7,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.5,Ejoc202001649-sup-00001-misc_information.pdf
992,64-19-7,CC(=O)O,64-19-7,acetic acid,H2O,O,4.76,Ejoc202001649-sup-00001-misc_information.pdf
1052,64-19-7,CC(=O)O,64-19-7,acetic acid,DMSO,CS(=O)C,12.3,Ejoc202001649-sup-00001-misc_information.pdf
1146,64-19-7,CC(=O)O,64-19-7,acetic acid,DMF,CN(C)C=O,13.5,Ejoc202001649-sup-00001-misc_information.pdf
1438,Acetic acid,CC(=O)O,64-19-7,acetic acid,MeCN,CC#N,23.51,leito_acids
520,Indoxyl acetate,CC(=O)OC1=CNC2=CC=CC=C21,608-08-2,1H-indol-3-yl acetate,MeCN,CC#N,29.97,pKa_values_of_acids_in_acetonitrile.pdf
749,608-08-2,CC(=O)OC1=CNC2=CC=CC=C21,608-08-2,1H-indol-3-yl acetate,MeCN,CC#N,29.97,Ejoc202001649-sup-00001-misc_information.pdf
214,"2,6-Bis(1,1-dimethylethyl)-4-nitrophenol",CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)[N+](=O)[O-],728-40-5,"2,6-ditert-butyl-4-nitrophenol",MeCN,CC#N,19,MeCN_Acids_COSMO-RS_2008_Table.pdf
206,"4-(1,1-Dimethylethyl)-phenol",CC(C)(C)C1=CC=C(C=C1)O,98-54-4,4-tert-butylphenol,MeCN,CC#N,27.48,MeCN_Acids_COSMO-RS_2008_Table.pdf
1225,81675-81-2,CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris(dimethylamino)phosphanium,H2O,O,17,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1286,81675-81-2,CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris(dimethylamino)phosphanium,DMSO,CS(=O)C,15.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1358,81675-81-2,CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris(dimethylamino)phosphanium,MeCN,CC#N,26.98,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1417,81675-81-2,CC(C)(C)N[P+](N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris(dimethylamino)phosphanium,THF,C1CCOC1,18.9,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1229,111324-04-0,CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,H2O,O,30,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1290,111324-04-0,CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,DMSO,CS(=O)C,30.25,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1362,111324-04-0,CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,MeCN,CC#N,42.7,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1421,111324-04-0,CC(C)(C)N[P+](N=P(N(C)C)(N(C)C)N(C)C)(N=P(N(C)C)(N(C)C)N(C)C)N=P(N(C)C)(N(C)C)N(C)C,-,(tert-butylamino)-tris[[tris(dimethylamino)-_5-phosphanylidene]amino]phosphanium,THF,C1CCOC1,33.9,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
243,t-BuP1(pyrr)3-H+,CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,MeCN,CC#N,28.42,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
301,t-BuP1(pyrr)3-H+,CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,THF,C1CCOC1,20.2,pKa_values_of_acids_and_bases_in_MeCN_DCE_DMSO_H2O_THF_C7_DME.pdf
1226,161118-67-8,CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,H2O,O,17.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1287,161118-67-8,CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,DMSO,CS(=O)C,17.4,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1359,161118-67-8,CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,MeCN,CC#N,28.42,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1418,161118-67-8,CC(C)(C)N[P+](N1CCCC1)(N2CCCC2)N3CCCC3,-,(tert-butylamino)-tripyrrolidin-1-ylphosphanium,THF,C1CCOC1,20.2,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1161,75-31-0,CC(C)[NH3+],,propan-2-ylazanium,H2O,O,10.65,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1233,75-31-0,CC(C)[NH3+],,propan-2-ylazanium,DMSO,CS(=O)C,10.9,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1294,75-31-0,CC(C)[NH3+],,propan-2-ylazanium,MeCN,CC#N,18.3,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
95,1-(4-Nitrophenyl)-2-methyl-1-nitropropane,CC(C)C(C1=CC=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,126661-11-8,1-(2-methyl-1-nitropropyl)-4-nitrobenzene,MeCN,CC#N,25.9,MeCN_Acids_COSMO-RS_2008_Table.pdf
1163,78-81-9,CC(C)C[NH3+],58471-06-0,2-methylpropylazanium,H2O,O,10.42,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1235,78-81-9,CC(C)C[NH3+],58471-06-0,2-methylpropylazanium,DMSO,CS(=O)C,10.9,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1296,78-81-9,CC(C)C[NH3+],58471-06-0,2-methylpropylazanium,MeCN,CC#N,17.92,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1367,78-81-9,CC(C)C[NH3+],58471-06-0,2-methylpropylazanium,THF,C1CCOC1,13,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
876,791616-63-2,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC3=CC=CC=C3C4=C2OP(=O)(OC5=C4C6=CC=CC=C6C=C5C7=C(C=C(C=C7C(C)C)C(C)C)C(C)C)O)C(C)C,791616-63-2,"13-hydroxy-10,16-bis[2,4,6-tri(propan-2-yl)phenyl]-12,14-dioxa-13Î»5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",MeCN,CC#N,13.63,Ejoc202001649-sup-00001-misc_information.pdf
1084,791616-63-2,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC3=CC=CC=C3C4=C2OP(=O)(OC5=C4C6=CC=CC=C6C=C5C7=C(C=C(C=C7C(C)C)C(C)C)C(C)C)O)C(C)C,791616-63-2,"13-hydroxy-10,16-bis[2,4,6-tri(propan-2-yl)phenyl]-12,14-dioxa-13Î»5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",DMSO,CS(=O)C,4.22,Ejoc202001649-sup-00001-misc_information.pdf
1485,Substance3,CC(C)C1=CC(=C(C(=C1)C(C)C)C2=CC3=CC=CC=C3C4=C2OP(=O)(OC5=C4C6=CC=CC=C6C=C5C7=C(C=C(C=C7C(C)C)C(C)C)C(C)C)O)C(C)C,791616-63-2,"13-hydroxy-10,16-bis[2,4,6-tri(propan-2-yl)phenyl]-12,14-dioxa-13Î»5-phosphapentacyclo[13.8.0.02,11.03,8.018,23]tricosa-1(15),2(11),3,5,7,9,16,18,20,22-decaene 13-oxide",MeCN,CC#N,13.6,leito_acids
124,"1,1,3,3-Tetranitrobutane",CC(CC([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],-,"1,1,3,3-tetranitrobutane",MeCN,CC#N,8,MeCN_Acids_COSMO-RS_2008_Table.pdf
1181,598-56-1,CC[NH+](C)C,-,ethyl(dimethyl)azanium,H2O,O,9.99,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1251,598-56-1,CC[NH+](C)C,-,ethyl(dimethyl)azanium,DMSO,CS(=O)C,8.5,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
1313,598-56-1,CC[NH+](C)C,-,ethyl(dimethyl)azanium,MeCN,CC#N,18.33,Bases_pKa_values_MeCN_DMSO_THF_Water.pdf
