,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
1038,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2[NH+](C)C1,0,0,0,6.65,['6.65'],0
1039,CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2[NH+](C)C1,0,0,0,6.62,['6.62'],0
1040,CCC([NH3+])Cc1ccccc1,0,0,0,10.04,['10.04'],0
1041,CCC(Cc1ccccc1)[NH2+]C,0,0,0,10.39,['10.39'],0
1042,CCC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,0,0,0,4.25,['4.25'],0
1043,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccc(Br)cc2)C1=O,0,0,0,6.55,['6.55'],0
1044,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccc(C)cc2)C1=O,0,0,0,6.64,['6.64'],0
1045,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccc(OC)cc2)C1=O,0,0,0,6.80,['6.80'],0
1046,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2cccc(Br)c2)C1=O,0,0,0,6.39,['6.39'],0
1047,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2cccc(C)c2)C1=O,0,0,0,6.64,['6.64'],0
1048,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2cccc(OC)c2)C1=O,0,0,0,6.51,['6.51'],0
1049,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2)C1=O,0,0,0,6.40,['6.40'],0
1050,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2Br)C1=O,0,0,0,6.56,['6.56'],0
1051,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2C)C1=O,0,0,0,6.50,['6.50'],0
1052,CCC1(CC)C(=O)[N-]C(=O)N(C(=O)c2ccccc2OC)C1=O,0,0,0,6.54,['6.54'],0
1053,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)N(C)C1=O,0,0,0,7.92,['7.92'],0
1054,CCC1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O,0,0,0,7.87,['7.87'],0
1055,CCC1(C2=CCCCCC2)C(=O)NC(=O)N(C)C1=O,0,0,0,7.85,['7.85'],0
1056,CCC1(C2CCCCC2)C(=O)NC(=O)N(C)C1=O,0,0,0,8.21,['8.21'],0
1057,CCC1(CC)C(=O)NC(=O)N(C)C1=O,0,0,0,8.17,['8.17'],0
1058,C=CCC1(CC)C(=O)NC(=O)N(C)C1=O,0,0,0,7.88,['7.88'],0
1059,CCC1(CCC(C)C)C(=O)NC(=O)N(C)C1=O,0,0,0,7.94,['7.94'],0
1060,CCC1(Cc2ccccc2)C(=O)NC(=O)N(C)C1=O,0,0,0,7.87,['7.87'],0
1061,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,0,0,0,7.93,['7.93'],0
1062,CCC1(CC)C(=O)NC(=O)N(Cc2ccc(Cl)cc2)C1=O,0,0,0,8.01,['8.01'],0
1063,CCC1(CC)C(=O)NC(=O)N(Cc2ccc([N+](=O)[O-])cc2)C1=O,0,0,0,7.48,['7.48'],0
1064,CCC1(CC)C(=O)NC(=O)N(Cc2ccccc2)C1=O,0,0,0,8.12,['8.12'],0
1065,CCC1(CC)C(=O)NC(=O)N(c2ccc([N+](=O)[O-])cc2)C1=O,0,0,0,7.32,['7.32'],0
1066,CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,0,0,0,7.62,['7.62'],0
1067,CCC1(c2ccccc2)NC(=O)NC1=O,0,0,0,8.51,['8.51'],0
1068,CCC1(c2ccccc2)C(=O)[N-]C(=O)N1S(=O)(=O)c1ccccc1,0,0,0,5.15,['5.15'],0
1069,CCC1(C(C)C)C(=O)NC(=O)NC1=O,0,0,0,8.01,['8.01'],0
1070,CCC1(C2=CCC3CCC2C3)C(=O)NC(=O)NC1=O,0,0,0,7.52,['7.52'],0
1071,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,0,0,0,7.77,['7.77'],0
1072,CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,0,0,0,7.45,['7.45'],0
1073,CCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,7.89,['7.89'],0
1074,CCC1(CC(C)(C)C)C(=O)NC(=O)NC1=O,0,0,0,7.59,['7.59'],0
1075,CCC1(CC(C)C(C)C)C(=O)NC(=O)NC1=O,0,0,0,7.86,['7.86'],0
1076,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0,0,0,7.91,['7.91'],0
1077,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0,0,0,7.34,['7.34'],0
1078,CCC1(C)OC(=O)[N-]C1=O,0,0,0,6.00,['6.00'],0
1079,CCC1(CC)OC(=O)[N-]C1=O,0,0,0,5.70,['5.70'],0
1080,CCC1(CC)SC(=O)[N-]C1=O,0,0,0,6.42,['6.42'],0
1081,CCC1(c2ccccc2)C(=O)NC(=S)NC1=O,0,0,0,6.30,['6.30'],0
1082,CCC1(C)CC(=O)NC1=O,0,0,0,9.30,['9.30'],0
1083,CCC1(c2ccccc2)CCC(=O)NC1=O,0,0,0,4.52,['4.52'],0
1084,CCC1(c2ccccc2)OCC(C2CCCC[NH2+]2)O1,0,0,0,9.25,['9.25'],0
1085,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,0,0,0,10.83,['10.83'],0
1086,CCC12CC3CC(CC([NH3+])(C3)C1)C2,0,0,0,10.61,['10.61'],0
1087,CCC12CCC[NH+]3CCC4(c5cccc(OC)c5N(C(C)=O)C4CC1)C32,0,0,0,7.63,['7.63'],0
1088,CCC1=NNC(CC)=[NH+]N1,0,0,0,4.23,['4.23'],0
1089,CCC1OCSC1=NO,0,0,0,10.96,['10.96'],0
1090,CCC1SC(=[NH+]O)N(C)C1=O,0,0,0,11.81,['11.81'],0
1091,CC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,0,0,0,4.60,['4.60'],0
1092,CCC1SC(=[NH+]O)NC1=O,0,0,0,11.87,['11.87'],0
1093,CCC1C(=O)NC(=O)N(C)C1=O,0,0,0,3.68,['3.68'],0
1094,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC([NH+](C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,0,0,0,8.80,['8.80'],0
1095,CCC1C2CC3C4N(C)c5ccccc5C4(CC[NH+]3C1O)C2O,0,0,0,8.17,['8.17'],0
1096,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[NH+]3C1O,0,0,0,8.25,['8.25'],0
1097,CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5OC(C)=O)[NH+]3C1O,0,0,0,6.25,['6.25'],0
1098,CCC1CCC(C(=O)[O-])CC1,0,0,0,6.21,['6.21'],0
1099,CCC1CCC(CC(=O)[O-])CC1,0,0,0,6.55,['6.55'],0
1100,CCC1CCCC(C(=O)[O-])C1,0,0,0,6.29,['6.29'],0
1101,CCC1CCCCC1C(=O)[O-],0,0,0,6.30,['6.30'],0
1102,CCC1C[NH+]2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,0,0,0,8.87,['8.87'],0
1103,CCC1OCC(=NO)S1,0,0,0,11.06,['11.06'],0
1104,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,0,0,0,8.00,['8.00'],0
1105,CC=CC(=CCC)C(=O)[O-],0,0,0,4.02,['4.02'],0
1106,CCC=CCCOCn1cc[n+](C)c1C=NO,0,0,0,7.99,['7.99'],0
1107,CCC=CCOCn1cc[n+](C)c1C=NO,0,0,0,8.03,['8.03'],0
1108,CCC=C(CCC)C(=O)[O-],0,0,0,4.36,['4.36'],0
1109,CCCC(CCC)=NNC(N)=[NH+]c1ccccc1,0,0,0,8.98,['8.98'],0
1110,CCCC(=NNC(N)=[NH+]c1ccccc1)c1ccccc1,0,0,0,8.42,['8.42'],0
1111,CCCC(=NO)C(=O)[O-],0,0,0,3.19,['3.19'],0
1112,CCCC(=O)C(CC[NH+]1CCOCC1)(c1ccccc1)c1ccccc1,0,0,0,7.17,['7.17'],0
1113,CCCC(=O)[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,0,0,0,2.30,['2.30'],0
1114,CCCC(=O)N=c1sc(S(N)(=O)=O)nn1C,0,0,0,7.40,['7.40'],0
1115,CCCC(=O)Nc1n[nH]c(NC(=O)CCC)n1,0,0,0,9.34,['9.34'],0
1116,CCCC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)c(C(C)=O)c1,0,0,0,9.40,['9.40'],0
1117,CCCC(=O)OCn1cc(F)c(=O)[nH]c1=O,0,0,0,7.20,['7.20'],0
1118,CCCC(=O)OCn1cc[n+](C)c1C=NO,0,0,0,8.13,['8.13'],0
1119,CCCC(=O)OCn1cnc(CSCCNC(=NC#N)NC)c1C,0,0,0,4.80,['4.80'],0
1120,C#CC(CCC)OCn1cc[n+](C)c1C=NO,0,0,0,8.02,['8.02'],0
1121,CCCC(C)(CC(=O)[O-])CC(=O)[O-],0,0,0,3.63,['3.63'],0
1122,CCCC(C)C1(CC)C(=O)NC(=O)N(C)C1=O,0,0,0,8.17,['8.17'],0
1123,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,0,0,0,7.98,['7.98'],0
1124,C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,0,0,0,7.70,['7.70'],0
1125,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,0,0,0,7.52,['7.52'],0
1126,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,0,0,0,7.48,['7.48'],0
1127,CCCC(C)OCn1cc[n+](C)c1C=NO,0,0,0,8.02,['8.02'],0
1128,CCCC(OCn1cc[n+](C)c1C=NO)C1CCCC1,0,0,0,7.97,['7.97'],0
1129,C=CC(CCC)OCn1cc[n+](C)c1C=NO,0,0,0,7.99,['7.99'],0
1130,C#CCC(CCC)OCn1cc[n+](C)c1C=NO,0,0,0,7.92,['7.92'],0
1131,CCCC(CC(C)=O)C(=O)[O-],0,0,0,4.58,['4.58'],0
1132,CCCC(CC)(CC(=O)[O-])CC(=O)[O-],0,0,0,3.51,['3.51'],0
1133,CCCC(CC)OCn1cc[n+](C)c1C=NO,0,0,0,7.97,['7.97'],0
1134,CCCC(CCC)C(=O)[O-],0,0,0,4.90,['4.90'],0
1135,CCCC([NH3+])Cc1ccccc1,0,0,0,10.03,['10.03'],0
1136,CCCC(C(=O)OCC[NH+](CC)CC)(c1ccccc1)c1ccccc1,0,0,0,8.80,['8.80'],0
1137,CCCC(OCn1cc[n+](C)c1C=NO)c1ccccc1,0,0,0,8.03,['8.03'],0
1138,CCCC1(CC)C(=O)NC(=O)N(C)C1=O,0,0,0,7.83,['7.83'],0
1139,CCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,7.90,['7.90'],0
1140,CCCC1(CCC)SC(=O)[N-]C1=O,0,0,0,6.37,['6.37'],0
1141,CCCC1OCSC1=NO,0,0,0,10.97,['10.97'],0
1142,CCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,0,0,0,4.40,['4.40'],0
1143,CCCC1SC(=[NH+]O)NC1=O,0,0,0,11.85,['11.85'],0
1144,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1,0,0,0,7.61,['7.61'],0
1145,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)[NH+](C)C1,0,0,0,7.65,['7.65'],0
1146,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[NH+](CC)C1,0,0,0,7.75,['7.75'],0
1147,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)[NH+](CC)C1,0,0,0,8.24,['8.24'],0
1148,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SCC)C(O)C(O)C2O)[NH+](CC)C1,0,0,0,7.88,['7.88'],0
1149,CCCC1CC(C(=O)NC(C(C)O)C2OC(SCC)C(O)C(O)C2O)[NH+](CC)C1,0,0,0,8.04,['8.04'],0
1150,CCCC1C[NH2+]C(C(=O)NC(C(C)Br)C2OC(SC)C(O)C(O)C2O)C1,0,0,0,8.57,['8.57'],0
1151,CCCC1C[NH2+]C(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,0,0,0,8.25,['8.25'],0
1152,CCCC1C[NH2+]C(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)C1,0,0,0,8.42,['8.42'],0
1153,CCCC1OC(C)C(=NO)S1,0,0,0,11.01,['11.01'],0
1154,CCCC=CCOCn1cc[n+](C)c1C=NO,0,0,0,8.00,['8.00'],0
1155,CCCCC(=O)C(CC[NH+](C)C)(c1ccccc1)c1ccccc1,0,0,0,10.38,['10.38'],0
1156,CCCCC(=O)N=c1sc(S(N)(=O)=O)nn1C,0,0,0,7.40,['7.40'],0
1157,CCCCC(=O)c1ccc(-c2ccccc2C(=O)[O-])cc1,0,0,0,3.45,['3.45'],0
1158,CCCCC(CC)CN1C[NH+](CC(CC)CCCC)CC(C)(N)C1,0,0,0,8.30,['8.30'],0
1159,CCCCC(CC)CNc1ncnc2[nH]ncc12,0,0,0,4.56,['4.56'],0
1160,CCCCC(CC)CON(CC(C)O)CC(C)O,0,0,0,7.70,['7.70'],0
1161,CCCCC(CCCC)C(=O)[O-],0,0,0,5.05,['5.05'],0
1162,CCCCC([NH3+])Cc1ccccc1,0,0,0,10.04,['10.04'],0
1163,CCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,7.98,['7.98'],0
1164,C=CCC1(CCCC)C(=O)NC(=O)NC1=O,0,0,0,7.98,['7.98'],0
1165,CCCCC1=CCC[NH+]1C,0,0,0,11.84,['11.84'],0
1166,CCCC[c-]1c(=O)n(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)c1=O,0,0,0,4.00,['4.00'],0
1167,CCCC[c-]1c(=O)n(-c2ccc(F)cc2)n(-c2ccc(F)cc2)c1=O,0,0,0,4.50,['4.50'],0
1168,CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc([N+](=O)[O-])cc2)c1=O,0,0,0,3.20,['3.20'],0
1169,CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,0,0,0,4.68,['4.68'],0
1170,CCCC[c-]1c(=O)n(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(S(C)(=O)=O)cc2)c1=O,0,0,0,2.60,['2.60'],0
1171,CCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,0,0,0,4.64,['4.64'],0
1172,CCCCC1C(=O)NC(=O)N(C)C1=O,0,0,0,3.83,['3.83'],0
1173,CCCCC1C(=O)NC(=O)NC1=O,0,0,0,3.42,['3.42'],0
1174,CCCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)[NH+](CC)C1,0,0,0,7.70,['7.70'],0
1175,CCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)[NH+](CC)C1,0,0,0,7.97,['7.97'],0
1176,CCCCC1CCC[NH+]1C,0,0,0,10.20,['10.20'],0
1177,CCCCCC(=[NH2+])Nc1ccc(-c2ccccc2)cc1,0,0,0,9.66,['9.66'],0
1178,CCCCCC(CCC)=NNC(N)=[NH2+],0,0,0,9.85,['9.85'],0
1179,CCCCCC(O)C(C)(C)[NH3+],0,0,0,9.85,['9.85'],0
1180,CCCCCC(C)(C)[NH3+],0,0,0,10.56,['10.56'],0
1181,CCCCCC(C)[NH2+]C,0,0,0,10.82,['10.82'],0
1182,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)[O-],0,0,0,4.94,['4.94'],0
1183,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)[O-],0,0,0,4.90,['4.90'],0
1184,CCCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,8.00,['8.00'],0
1185,CCCCCC1C[NH2+]C(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,0,0,0,8.29,['8.29'],0
1186,CCCCCC=C[NH+](CC)CC,0,0,0,10.83,['10.83'],0
1187,CCCCCCC(C)=NNC(N)=[NH2+],0,0,0,10.00,['10.00'],0
1188,CCCCCCC(C)[NH3+],0,0,0,10.49,['10.49'],0
1189,CCCCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,8.00,['8.00'],0
1190,CCCCCC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,0,0,0,5.10,['5.10'],0
1191,CCCCCCCC(=[NH2+])Nc1ccc(-c2ccccc2)cc1,0,0,0,9.54,['9.54'],0
1192,CCCCCCCC(=O)[O-],0,0,0,4.88,['4.88'],0
1193,CCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,8.00,['8.00'],0
1194,CCCCCCCCC(=O)[O-],0,0,0,4.95,['4.95'],0
1195,CCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,8.00,['8.00'],0
1196,CCCCCCCCCC1(CC)C(=O)NC(=O)NC1=O,0,0,0,8.00,['8.00'],0
1197,CCCCCCCCCCCC(=O)[O-],0,0,0,4.92,['4.92'],0
1198,CCCCCCCCCCCCCCCC(=O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,0,0,0,4.21,['4.21'],0
1199,CCCCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,0,0,0,4.80,['4.80'],0
1200,CCCCCCCCCCCCCCC[NH3+],0,0,0,10.61,['10.61'],0
1201,CCCCCCCCCCCCCC[NH3+],0,0,0,10.62,['10.62'],0
1202,CCCCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,0,0,0,5.60,['5.60'],0
1203,CCCCCCCCCCCCC[NH3+],0,0,0,10.63,['10.63'],0
1204,CCCCCCCCCCCC[NH3+],0,0,0,10.63,['10.63'],0
1205,CCCCCCCCCCCC[NH+](CC(C)O)CC(C)O,0,0,0,6.20,['6.20'],0
1206,CCCCCCCCCCCCNC(N)=[NH2+],0,0,0,13.20,['13.20'],0
1207,CCCCCCCCCCCCP(=O)([O-])[O-],0,0,0,8.25,['8.25'],0
1208,CCCCCCCCCCC[NH3+],0,0,0,10.63,['10.63'],0
1209,CCCCCCCCCC[NH3+],0,0,0,10.64,['10.64'],0
1210,CCCCCCCCCC[NH+](CC(C)O)CC(C)O,0,0,0,7.60,['7.60'],0
1211,CCCCCCCCC[NH3+],0,0,0,10.64,['10.64'],0
1212,CCCCCCCC[NH3+],0,0,0,10.61,['10.61'],0
1213,CCCCCCCC[NH+](CC(C)O)CC(C)O,0,0,0,8.30,['8.30'],0
1214,CCCCCCCC[NH2+]CCCCCCCC,0,0,0,11.01,['11.01'],0
1215,CCCCCCCCOC1(c2ccccc2)C[NH+](C)CCO1,0,0,0,6.99,['6.99'],0
1216,CCCCCCCCOCn1cc[n+](C)c1C=NO,0,0,0,8.01,['8.01'],0
1217,CCCCCCCCOc1cc(N)ccc1C(=O)[O-],0,0,0,5.40,['5.40'],0
1218,CCCCCCCCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0,0,0,8.95,['8.95'],0
1219,CCCCCCCCc1ccc2[nH]c(C(F)(F)F)nc2c1,0,0,0,9.85,['9.85'],0
1220,CCCCCCC[NH+](CC)CC,0,0,0,9.94,['9.94'],0
1221,CCCCCCCNc1ncccn1,0,0,0,4.07,['4.07'],0
1222,CCCCCCCOc1cc(N)ccc1C(=O)[O-],0,0,0,5.30,['5.30'],0
1223,CCCCCCCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0,0,0,8.95,['8.95'],0
1224,CCCCCCCOc1cccc(NC(=O)OC2CCCCC2n2ccnc2)c1,0,0,0,8.87,['8.87'],0
1225,CCCCCCCOc1ccccc1NC(=O)OC(C)C[NH+](CC)CC,0,0,0,8.80,['8.80'],0
1226,CCCCCCCc1nnn[n-]1,0,0,0,5.31,['5.31'],0
1227,CCCCCCCc1ccncc1,0,0,0,6.33,['6.33'],0
1228,CCCCCCCn1cccnc1=N,0,0,0,10.84,['10.84'],0
1229,CCCCCC[NH+](CC(C)O)CC(C)O,0,0,0,8.50,['8.50'],0
1230,CCCCCCNC(=O)[N-]S(=O)(=O)c1ccccc1,0,0,0,4.94,['4.94'],0
1231,CCCCCC[NH2+]CCCCCC,0,0,0,11.01,['11.01'],0
1232,CCCCCCNc1ncnc2c1cnn2C,0,0,0,4.20,['4.20'],0
1233,CCCCCCNc1ccccc1,0,0,0,5.42,['5.42'],0
1234,CCCCCCOC(=O)Oc1cccc(C2(C(=O)CC)CC[NH+](C)CC2)c1,0,0,0,7.00,['7.00'],0
1235,CCCCCCOC(=O)n1cc(F)c(=O)[nH]c1=O,0,0,0,6.80,['6.80'],0
1236,CCCCCCOC(=O)n1cnc(C)c1CSCCNC(=NC#N)NC,0,0,0,3.40,['3.40'],0
1237,CCCCCCOCn1cc[n+](C)c1C=NO,0,0,0,8.03,['8.03'],0
1238,CCCCCCOCn1cc[n+](Cc2ccccc2)c1C=NO,0,0,0,7.99,['7.99'],0
1239,CCCCCCOc1cc(N)ccc1C(=O)[O-],0,0,0,5.40,['5.40'],0
1240,CCCCCCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0,0,0,8.95,['8.95'],0
1241,CCCCCC[n+]1ccn(CC(C)=O)c1C=NO,0,0,0,7.94,['7.94'],0
1242,CCCCCC[n+]1ccn(COC)c1C=NO,0,0,0,8.06,['8.06'],0
1243,CCCCCC[n+]1ccn(COC(C)C(C)(C)C)c1C=NO,0,0,0,8.04,['8.04'],0
1244,CCCCCC[n+]1ccn(COCC(C)(C)C)c1C=NO,0,0,0,8.06,['8.06'],0
1245,CCCCCCOCn1cc[n+](CCCCCC)c1C=NO,0,0,0,8.00,['8.00'],0
1246,CCCCCC[n+]1ccn(COCc2ccccc2)c1C=NO,0,0,0,8.03,['8.03'],0
1247,CCCCCCc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0,0,0,8.97,['8.97'],0
1248,CCCCCCc1ccc(S(=O)(=O)[N-]c2cccc3cccnc23)cc1,0,0,0,1.48,['1.48'],0
1249,CCCCCCc1ccc(O)cc1O,0,0,0,9.54,['9.54'],0
1250,CCCCCCc1ccccn1,0,0,0,5.95,['5.95'],0
1251,CCCCCCc1ccncc1,0,0,0,6.35,['6.35'],0
1252,CCCCCCn1cc[n+](C)c1C=NO,0,0,0,8.20,['8.20'],0
1253,CCCCC[NH+](CC(C)O)CC(C)O,0,0,0,9.00,['9.00'],0
1254,CCCCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,0,0,0,11.00,['11.00'],0
1255,CCCCC[NH+]1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C,0,0,0,7.28,['7.28'],0
1256,CCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,0,0,0,10.20,['10.20'],0
1257,CCCCC[NH2+]CCCC,0,0,0,10.92,['10.92'],0
1258,CCCCC[NH2+]CCCCC,0,0,0,11.16,['11.16'],0
1259,CCCCCNc1ncccn1,0,0,0,4.03,['4.03'],0
1260,CCCCCOC(=O)c1ccc(S(N)(=O)=O)cc1,0,0,0,10.10,['10.10'],0
1261,CCCCCOC1(c2ccccc2)C[NH+](C)CCO1,0,0,0,7.11,['7.11'],0
1262,CCCCCOc1cc(C(=O)NCC[NH+](CC)CC)c2ccccc2n1,0,0,0,8.83,['8.83'],0
1263,CCCCCOc1cc(N)ccc1C(=O)[O-],0,0,0,5.10,['5.10'],0
1264,CCCCCOc1ccc(C(=O)[O-])cc1,0,0,0,4.55,['4.55'],0
1265,CCCCCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0,0,0,8.95,['8.95'],0
1266,CCCCCOc1ccc(NC(=O)C[NH+](CC)CC)cc1,0,0,0,7.80,['7.80'],0
1267,CCCCCOc1cccc(NC(=O)C[NH+](CC)CC)c1,0,0,0,7.78,['7.78'],0
1268,CCCCCOc1cccc(NC(=O)OC2CCCCC2n2ccnc2)c1,0,0,0,8.87,['8.87'],0
1269,CCCCCc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0,0,0,8.97,['8.97'],0
1270,CCCCCc1ccccn1,0,0,0,6.00,['6.00'],0
1271,CCCCCc1cccnn1,0,0,0,3.70,['3.70'],0
1272,CCCC[NH+](C)C1CCc2ccccc2C1,0,0,0,9.71,['9.71'],0
1273,CCCCN(C)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,0,0,0,7.13,['7.13'],0
1274,CCCC[NH+](CC(C)O)CC(C)O,0,0,0,9.30,['9.30'],0
1275,CCCCN(CCCC)C(=O)CCC(=O)[O-],0,0,0,5.58,['5.58'],0
1276,CCCC[NH+](CCCC)CC(=O)NC1COc2ccc(C)cc21,0,0,0,7.30,['7.30'],0
1277,CCCC[NH+](CCCC)CC(=O)NC1COc2ccc(Cl)cc21,0,0,0,7.10,['7.10'],0
1278,CCCC[NH+](CCCC)CC(=O)NC1COc2cc(OC)ccc21,0,0,0,7.60,['7.60'],0
1279,CCCC[NH+](CCCC)CC(=O)NC1COc2ccccc21,0,0,0,7.50,['7.50'],0
1280,CCCC[NH+](CCCC)CCCC,0,0,0,9.93,['9.93'],0
1281,CCCC[NH+](CCCC)CCCOC(=O)c1ccc(N)cc1,0,0,0,8.96,['8.96'],0
1282,CCCC[NH+](CCCC)CCCn1c2nc(=O)[nH]c(=O)c-2nc2cc(Cl)c(Cl)cc21,0,0,0,8.00,['8.00'],0
1283,CCCC[NH+](CCCC)CCOC(=O)c1ccc(N)cc1,0,0,0,9.20,['9.20'],0
1284,CCCCN(CCCC)CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,0,0,0,7.56,['7.56'],0
1285,CCCCN(CCCC)c1ccccc1,0,0,0,6.33,['6.33'],0
1286,CCCC[NH+](CCCl)CCCl,0,0,0,6.61,['6.61'],0
1287,CCCCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,0,0,0,10.97,['10.97'],0
1288,CCCCN1C(=O)CSC(=NO)C1C,0,0,0,10.80,['10.80'],0
1289,CCCC[NH+]1CC(C)CC(O)C1C(C)c1ccc2c(c1C)CC1C2CC=C2CC(O)CCC21C,0,0,0,7.20,['7.20'],0
1290,CCCC[NH+]1CCC=C1C,0,0,0,11.90,['11.90'],0
1291,CCCC[NH+]1CCCC1C,0,0,0,10.52,['10.52'],0
1292,CCCC[NH+]1CCCCC1,0,0,0,10.43,['10.43'],0
1293,CCCC[NH+]1CCCCC1C,0,0,0,10.70,['10.70'],0
1294,CCCC[NH+]1CCCCC1C(=O)Nc1c(C)cccc1C,0,0,0,7.82,['7.82'],0
1295,CCCCN1CC[NH+](CCCC)C(NC(=O)c2ccccc2C)C1,0,0,0,6.81,['6.81'],0
1296,CCCCNC(=[NH2+])NC(N)=[NH2+],0,0,0,11.30,['11.30'],0
1297,CCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1,0,0,0,10.83,['10.83'],0
1298,CCCCNC(=[NH2+])c1ccc(-c2ccccc2)cc1,0,0,0,11.13,['11.13'],0
1299,CCCCNC(=O)CSC(=NO)C(C)(C)C,0,0,0,10.76,['10.76'],0
1300,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1,0,0,0,5.53,['5.53'],0
1301,CCCCNC(=O)[N-]S(=O)(=O)c1ccc(Cl)cc1,0,0,0,4.79,['4.79'],0
