,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
2314,COCC[NH+](CCCl)CCCl,0,0,0,5.45,['5.45'],0
2315,COCC[NH+](CCOC)Cc1cc2sc(S(N)(=O)=O)cc2s1,0,0,0,5.48,['5.48'],0
2316,COCC[NH+](CCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,5.34,['5.34'],0
2317,COCCN(CCOC)N=Nc1[nH]cnc1C(N)=O,0,0,0,4.22,['4.22'],0
2318,COCCOCC[NH+](CCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,5.55,['5.55'],0
2319,COCC[NH+]1CCc2cccc(Cl)c2CC1,0,0,0,7.21,['7.21'],0
2320,COCC[NH2+]Cc1cc2sc(S(N)(=O)=O)cc2s1,0,0,0,6.65,['6.65'],0
2321,COCC[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,7.00,['7.00'],0
2322,COCCOCCC[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,7.40,['7.40'],0
2323,COCCOCC[NH+](CCOCCOC)Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,5.72,['5.72'],0
2324,COCCc1c[nH+]c(-c2ccc(OCC(O)C[NH2+]CCc3ccc(OC)c(OC)c3)cc2)[nH]1,0,0,0,8.05,['8.05'],0
2325,COCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0,0,0,2.74,['2.74'],0
2326,COCN1C(=O)CN=C(c2ccccc2)c2cc(N)ccc21,0,0,0,3.81,['3.81'],0
2327,COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,0,0,0,2.09,['2.09'],0
2328,COCN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,0,0,0,3.34,['3.34'],0
2329,COCNc1nc(NCOC)nc(NCOC)n1,0,0,0,3.60,['3.60'],0
2330,C#CCCCCn1cc[n+](COC)c1C=NO,0,0,0,8.23,['8.23'],0
2331,COCc1c[nH+]c(-c2ccc(OCC(O)C[NH2+]CCc3ccc(OC)c(OC)c3)cc2)[nH]1,0,0,0,8.25,['8.25'],0
2332,COCn1cc[n+](Cc2ccccc2)c1C=NO,0,0,0,7.90,['7.90'],0
2333,COc1nc(=O)c2nccnc2[nH]1,0,0,0,-0.93,['-0.93'],0
2334,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,0,0,0,6.26,['6.26'],0
2335,COc1c(O)cc(Cl)c(Cl)c1Cl,0,0,0,7.56,['7.56'],0
2336,COc1c(Br)cc(N)cc1Br,0,0,0,2.98,['2.98'],0
2337,COc1c(O)cc(Cc2cnc(N)nc2N)cc1O,0,0,0,7.18,['7.18'],0
2338,COc1c(Cl)ccc(Cl)c1C(=O)[O-],0,0,0,1.85,['1.85'],0
2339,COc1nc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)c1OC,0,0,0,6.54,['6.54'],0
2340,COc1nc2ccccc2nc1OC,0,0,0,-1.15,['-1.15'],0
2341,COc1nccnc1[N-]S(=O)(=O)c1ccc(N)cc1,0,0,0,6.15,['6.15'],0
2342,COc1ncnc([N-]S(=O)(=O)c2ccc(N)cc2)c1OC,0,0,0,5.79,['5.79'],0
2343,COc1nc(N)nc2nccnc12,0,0,0,3.44,['3.44'],0
2344,COc1ncnc2nccnc12,0,0,0,1.04,['1.04'],0
2345,COc1noc2c1C[NH2+]CC2,0,0,0,7.50,['7.50'],0
2346,COc1nc2ccccc2c2ccccc12,0,0,0,2.38,['2.38'],0
2347,COc1nccc2ccccc12,0,0,0,3.01,['3.01'],0
2348,COc1nncc2ccccc12,0,0,0,3.73,['3.73'],0
2349,COc1ncnc2ccccc12,0,0,0,3.07,['3.07'],0
2350,COc1c(OC)c2cccnc2c2ncccc12,0,0,0,4.40,['4.40'],0
2351,COc1cc(=O)n2ccccc2n1,0,0,0,1.36,['1.36'],0
2352,COc1cc(=O)nc2sc(S(N)(=O)=O)nn12,0,0,0,7.10,['7.10'],0
2353,COc1cc(Cl)c([NH+]=C2NCCN2)c(Cl)c1,0,0,0,8.57,['8.57'],0
2354,COc1cc(Cl)c(Nc2ccccc2CC(=O)[O-])c(Cl)c1,0,0,0,4.20,['4.20'],0
2355,COc1cc(OC)c(Cl)c(Cc2cnc(N)nc2N)c1Cl,0,0,0,7.25,['7.25'],0
2356,COc1cc(Cl)c(Cl)c(Cl)c1O,0,0,0,7.20,['7.20'],0
2357,COc1cc(N)c(Cl)cc1C(=O)NC1CCC2CCC1[NH+]2Cc1ccccc1,0,0,0,9.04,['9.04'],0
2358,COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](Cc2ccccc2)CC1,0,0,0,8.59,['8.59'],0
2359,COc1cc(OC)c([NH+]=C2NCCN2)cc1Cl,0,0,0,10.15,['10.15'],0
2360,COc1cc(N)c(Cl)cc1NC(=O)C1CC[NH+](Cc2ccccc2)CC1,0,0,0,8.40,['8.40'],0
2361,COc1cc(Cl)c(Cl)cc1O,0,0,0,8.52,['8.52'],0
2362,COc1cc(OC)c(OC)cc1Cc1cnc(N)nc1N,0,0,0,7.24,['7.24'],0
2363,COc1cc(N)cc(Cl)c1,0,0,0,3.10,['3.10'],0
2364,COc1cc(N)cc([N+](=O)[O-])c1,0,0,0,2.11,['2.11'],0
2365,COc1cc(N)cc(OC)c1,0,0,0,3.82,['3.82'],0
2366,COc1cc(Cc2cnc(N)nc2N)cc(O)c1O,0,0,0,7.23,['7.23'],0
2367,C=CC[NH+]1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,0,0,0,8.49,['8.49'],0
2368,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CC[NH+]3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0,0,0,6.68,['6.68'],0
2369,COc1cc(CC[NH3+])cc(OC)c1OC,0,0,0,9.56,['9.56'],0
2370,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0,0,0,7.17,['7.17'],0
2371,COc1cc(S(=O)(=O)CCN2CCCCC2)cc(OC)c1OC,0,0,0,7.30,['7.30'],0
2372,COc1cc(S(=O)(=O)CCN2CCOCC2)cc(OC)c1OC,0,0,0,4.50,['4.50'],0
2373,COc1cc(Cc2cnc(N)nc2N)cc(OCc2ccccc2)c1OC,0,0,0,7.15,['7.15'],0
2374,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1SC,0,0,0,7.08,['7.08'],0
2375,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1-n1cccc1,0,0,0,7.02,['7.02'],0
2376,COc1cc(Cc2cnc(N)nc2N)cc(OC)n1,0,0,0,7.05,['7.05'],0
2377,COc1cc(Cc2cnc(N)nc2N)cc2c1OCO2,0,0,0,7.17,['7.17'],0
2378,C=CC[NH+]1CCC(CNC(=O)c2cc(OC)c3[nH]nnc3c2)C1,0,0,0,8.70,['8.70'],0
2379,COc1cc(N)cc2ccccc12,0,0,0,4.05,['4.05'],0
2380,COc1cc(NC(=O)NC(N)=[NH2+])ccc1C#N,0,0,0,6.96,['6.96'],0
2381,COc1cc(O)ccc1C(=N)c1ccccc1,0,0,0,5.99,['5.99'],0
2382,COc1cc(N)ccc1C(=O)[O-],0,0,0,5.04,['5.04'],0
2383,COc1cc(C(O)C(=O)[O-])ccc1O,0,0,0,3.44,['3.44'],0
2384,COc1cc(C=O)ccc1O,0,0,0,7.33,['7.33'],0
2385,COc1cc(CC(=O)[O-])ccc1O,0,0,0,4.35,['4.35'],0
2386,C=CCc1ccc(O)c(OC)c1,0,0,0,10.00,['10.00'],0
2387,COc1cc(N)ccc1P(=O)([O-])[O-],0,0,0,8.22,['8.22'],0
2388,COc1cc(S(C)=O)ccc1-c1nc2cnccc2[nH]1,0,0,0,6.17,['6.17'],0
2389,COc1cc(S(C)=O)ccc1-c1cn2ccnc(OC)c2[nH+]1,0,0,0,2.46,['2.46'],0
2390,COc1cc(S(C)=O)ccc1-c1cn2ccncc2[nH+]1,0,0,0,2.88,['2.88'],0
2391,COC(=O)c1ccccc1CS(=O)(=O)Nc1nc(OC)cc(OC)n1,0,0,0,5.20,['5.20'],0
2392,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)ncn1,0,0,0,5.99,['5.99'],0
2393,COc1cc(SC)ncn1,0,0,0,1.62,['1.62'],0
2394,C=CC[NH+]1CCCC1CNC(=O)c1cc2nn[nH]c2cc1OC,0,0,0,8.62,['8.62'],0
2395,COc1cc2c(cc1OC)C13CC[NH+]4CC5CCOC6CC(=O)N2C1C6C5CC43,0,0,0,8.27,['8.27'],0
2396,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,0,0,0,6.50,['6.50'],0
2397,COc1cc(N)c2ccccc2c1,0,0,0,3.26,['3.26'],0
2398,COc1ccc([O-])c([N+](=O)[O-])c1,0,0,0,7.40,['7.40'],0
2399,COc1ccc(OC)c([NH+]=C2NCCN2)c1,0,0,0,10.15,['10.15'],0
2400,COc1ccc(C(=N)c2ccccc2)c(OC)c1,0,0,0,8.30,['8.30'],0
2401,COc1ccc(-c2nc3cccnc3[nH]2)c(OC)c1,0,0,0,4.63,['4.63'],0
2402,COc1ccc(-c2nc3cnccc3[nH]2)c(OC)c1,0,0,0,6.52,['6.52'],0
2403,COc1ccc(Cl)c(Nc2ccccc2CC(=O)[O-])c1Cl,0,0,0,3.95,['3.95'],0
2404,COc1ccc(Cc2cnc(N)nc2N)c(OC)n1,0,0,0,7.20,['7.20'],0
2405,COc1ccc(OC)c2c1CC[NH2+]C2,0,0,0,8.26,['8.26'],0
2406,COc1ccc(C(N)=[NH+]O)cc1,0,0,0,13.83,['13.83'],0
2407,COc1ccc(C(=O)C(Br)=CC(=O)[O-])cc1,0,0,0,3.46,['3.46'],0
2408,COc1ccc(C(=O)NO)cc1,0,0,0,9.00,['9.00'],0
2409,COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,0,0,0,8.52,['8.52'],0
2410,COc1ccc(C(=O)[O-])cc1,0,0,0,5.15,['5.15'],0
2411,COc1ccc(C(=O)c2coc(S(N)(=O)=O)c2)cc1,0,0,0,9.50,['9.50'],0
2412,COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,0,0,0,8.20,['8.20'],0
2413,COc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,0,0,0,3.55,['3.55'],0
2414,COc1ccc(C(=S)C=C(N)C(F)(F)F)cc1,0,0,0,9.82,['9.82'],0
2415,COc1ccc(C2([NH+]3CCCCC3)CCCCC2)cc1,0,0,0,9.01,['9.01'],0
2416,COc1ccc(C=CC(=O)[O-])cc1,0,0,0,4.54,['4.54'],0
2417,COc1ccc(C=Cc2ccncc2)cc1,0,0,0,6.03,['6.03'],0
2418,COc1ccc(C=NNC(N)=[NH2+])cc1,0,0,0,9.20,['9.20'],0
2419,COc1ccc(C=NNC(N)=O)cc1,0,0,0,-1.20,['-1.20'],0
2420,COc1ccc(CC(=O)[O-])cc1,0,0,0,4.36,['4.36'],0
2421,COc1ccc(CCC(=O)[O-])cc1,0,0,0,5.30,['5.30'],0
2422,COc1ccc(C[NH3+])cc1,0,0,0,9.47,['9.47'],0
2423,COc1ccc(NC(=O)C[NH+]2CCCCC2)cc1,0,0,0,8.10,['8.10'],0
2424,COc1ccc(NC(=O)NC(N)=[NH2+])cc1,0,0,0,7.73,['7.73'],0
2425,COc1ccc(NC(=O)OCC[NH+]2CCCCC2)cc1,0,0,0,8.87,['8.87'],0
2426,COc1ccc([N-]S(=O)(=O)C(F)(F)F)cc1,0,0,0,4.90,['4.90'],0
2427,COc1ccc([N-]S(=O)(=O)c2ccc(N)cc2)cc1,0,0,0,9.53,['9.53'],0
2428,COc1ccc(OC(N)=O)cc1,0,0,0,-1.60,['-1.60'],0
2429,COc1ccc(OCC(=O)[O-])cc1,0,0,0,3.21,['3.21'],0
2430,COc1ccc(P([O-])O)cc1,0,0,0,2.35,['2.35'],0
2431,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,0,0,0,8.50,['8.50'],0
2432,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,0,0,0,8.78,['8.78'],0
2433,COc1ccc(-c2nnn[n-]2)cc1,0,0,0,4.85,['4.85'],0
2434,COc1ccc(-c2nc(C(F)(F)F)[nH]c2-c2ccc(OC)cc2)cc1,0,0,0,10.70,['10.70'],0
2435,COc1ccc(-c2ccccc2C(=O)[O-])cc1,0,0,0,3.50,['3.50'],0
2436,COc1ccc(N)cc1Br,0,0,0,4.08,['4.08'],0
2437,COc1ccc(S(N)(=O)=O)cc1C(=O)NC1CCC2CCC1[NH+]2Cc1ccccc1,0,0,0,8.74,['8.74'],0
2438,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCC[NH+]1Cc1ccc(F)cc1,0,0,0,8.25,['8.25'],0
2439,COc1ccc(Cl)cc1C(=O)NCCc1ccc(C(=O)[O-])cc1,0,0,0,4.40,['4.40'],0
2440,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)[N-]C(=O)NC2CCCCC2)cc1,0,0,0,5.80,['5.80'],0
2441,COc1ccc(C=O)cc1O,0,0,0,8.89,['8.89'],0
2442,COc1ccc(CC(=O)[O-])cc1OC,0,0,0,4.33,['4.33'],0
2443,COc1ccc(CC[NH3+])cc1OC,0,0,0,9.75,['9.75'],0
2444,COc1ccc(CC[NH2+]CC(O)COc2ccc(COCc3ncc[nH]3)cc2)cc1OC,0,0,0,7.95,['7.95'],0
2445,COc1ccc(CC[NH2+]CC(O)COc2ccc(OCc3ncc[nH]3)cc2)cc1OC,0,0,0,7.90,['7.90'],0
2446,COc1ccc(CC[NH2+]CC(O)COc2ccc(-c3[nH]c(CO)c[nH+]3)cc2)cc1OC,0,0,0,7.92,['7.92'],0
2447,COc1ccc(CC[NH2+]CC(O)COc2ccc(-c3ncco3)cc2)cc1OC,0,0,0,8.40,['8.40'],0
2448,COc1ccc(CC[NH2+]CC(O)COc2cccc3[nH]c(C(N)=O)cc23)cc1OC,0,0,0,7.90,['7.90'],0
2449,COc1ccc(C[NH3+])cc1OC,0,0,0,9.39,['9.39'],0
2450,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0,0,0,6.01,['6.01'],0
2451,COc1ccc(OC)nn1,0,0,0,1.61,['1.61'],0
2452,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C([NH3+])CC2,0,0,0,4.29,['4.29'],0
2453,COc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,0,0,0,4.04,['4.04'],0
2454,COc1ccc2c(c1)C(N1CC[NH+](CCO)CC1)CC2c1ccc(F)cc1,0,0,0,7.53,['7.53'],0
2455,COc1ccc2c(c1)C13CC[NH+]4CC5=CCOC6CC(=O)N2C1C6C5CC43,0,0,0,8.38,['8.38'],0
2456,COc1ccc2c(c1)OCC2NC(=O)C[NH+]1CCCC1,0,0,0,8.20,['8.20'],0
2457,COc1ccc2c(c1)OCC2NC(=O)C[NH+]1CCCCC1,0,0,0,7.80,['7.80'],0
2458,COc1ccc2c(c1)OCC2NC(=O)C[NH+]1CCOCC1,0,0,0,5.20,['5.20'],0
2459,COc1ccc2nccc(Cl)c2c1,0,0,0,3.93,['3.93'],0
2460,COc1ccc2[nH+]ccc(N)c2c1,0,0,0,8.93,['8.93'],0
2461,COc1ccc2c(N)cccc2c1,0,0,0,3.90,['3.90'],0
2462,COc1ccc2ncccc2c1,0,0,0,5.03,['5.03'],0
2463,COc1ccc2oc(N(N)CCC#N)nc2c1,0,0,0,2.81,['2.81'],0
2464,COc1ccc2sc(N)nc2c1,0,0,0,4.35,['4.35'],0
2465,COc1ccc2nc(N(N)CCC#N)oc2c1,0,0,0,2.94,['2.94'],0
2466,COc1ccc2nc(N)sc2c1,0,0,0,4.50,['4.50'],0
2467,COc1ccc2c(Cl)ccnc2c1,0,0,0,4.32,['4.32'],0
2468,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(CCC#N)CCC341,0,0,0,5.68,['5.68'],0
2469,COc1ccc2cc(N)ccc2c1,0,0,0,4.64,['4.64'],0
2470,COc1ccc2ccc(N)cc2c1,0,0,0,4.19,['4.19'],0
2471,COc1ccc2cccc(N)c2c1,0,0,0,4.07,['4.07'],0
2472,COc1ccc2ccccc2n1,0,0,0,3.16,['3.16'],0
2473,COc1cccc(C(=N)c2ccccc2)c1,0,0,0,6.59,['6.59'],0
2474,COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,0,0,0,8.14,['8.14'],0
2475,COc1cccc(C(=O)[O-])c1,0,0,0,4.60,['4.60'],0
2476,COc1cccc(C2=NCC(=O)Nc3ccc(Cl)cc32)c1,0,0,0,3.29,['3.29'],0
2477,COc1cccc(C=CC(=O)[O-])c1,0,0,0,5.00,['5.00'],0
2478,COc1cccc(CCC(=O)[O-])c1,0,0,0,4.65,['4.65'],0
2479,COc1cccc(C[NH3+])c1,0,0,0,9.15,['9.15'],0
2480,COc1cccc(NC(=O)OCC[NH+]2CCCCC2)c1,0,0,0,8.86,['8.86'],0
2481,COc1cccc(Nc2ccccc2C(=O)[O-])c1,0,0,0,5.17,['5.17'],0
2482,COc1cccc(OCC(=O)[O-])c1,0,0,0,3.14,['3.14'],0
2483,COc1cccc(C(=O)[O-])c1CO,0,0,0,3.58,['3.58'],0
2484,COc1cccc(C=O)c1O,0,0,0,7.83,['7.83'],0
2485,COc1cccc(C(=O)NC2CC3CCC(C2)[NH+]3Cc2ccccc2)c1OC,0,0,0,8.91,['8.91'],0
2486,COc1cccc(C[NH3+])c1OC,0,0,0,9.41,['9.41'],0
2487,COc1cccc2c1NC1CCCCC21,0,0,0,5.43,['5.43'],0
2488,COc1cccc2[nH+]c3c(c(N)c12)CCCC3,0,0,0,10.40,['10.40'],0
2489,COc1cccc2[nH+]c3c(c(N)c12)CCCO3,0,0,0,8.11,['8.11'],0
2490,COc1cccc2sc(N)nc12,0,0,0,4.29,['4.29'],0
2491,COc1cccc2cccnc12,0,0,0,5.01,['5.01'],0
2492,COc1ccccc1C(=N)c1ccccc1,0,0,0,7.29,['7.29'],0
2493,COc1ccccc1C(=O)NCCCC[NH3+],0,0,0,10.35,['10.35'],0
2494,COc1ccccc1C(=O)NCCC[NH3+],0,0,0,10.01,['10.01'],0
2495,COc1ccccc1C(=O)NCC[NH3+],0,0,0,9.13,['9.13'],0
2496,COc1ccccc1C(=O)[O-],0,0,0,5.04,['5.04'],0
2497,COc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,0,0,0,3.66,['3.66'],0
2498,COc1ccccc1C=CC(=O)[O-],0,0,0,4.46,['4.46'],0
2499,COc1ccccc1C=NNC(N)=O,0,0,0,-1.15,['-1.15'],0
2500,COc1ccccc1CCC(=O)[O-],0,0,0,4.80,['4.80'],0
2501,COc1ccccc1CCC(O)C[NH2+]CCOc1ccc(O)c(C(N)=O)c1,0,0,0,8.90,['8.90'],0
2502,COc1ccccc1C[NH3+],0,0,0,9.70,['9.70'],0
2503,COc1ccccc1C[NH2+]C(Cc1ccccc1)Cc1ccccc1,0,0,0,6.70,['6.70'],0
2504,COc1ccccc1COC(O)C[NH2+]CCOc1ccc(O)c(C(N)=O)c1,0,0,0,8.80,['8.80'],0
2505,COc1ccccc1N1CC[NH2+]CC1,0,0,0,9.37,['9.37'],0
2506,COc1ccccc1NC(=O)OCC[NH+]1CCCCC1,0,0,0,8.86,['8.86'],0
2507,COc1ccccc1NCCO,0,0,0,4.40,['4.40'],0
2508,COc1ccccc1[N-]S(=O)(=O)c1ccc(N)cc1,0,0,0,9.40,['9.40'],0
2509,COc1ccccc1OCC(=O)[O-],0,0,0,3.23,['3.23'],0
2510,COc1ccccc1-c1nnn[n-]1,0,0,0,5.92,['5.92'],0
2511,COc1ccnc2c1ccc1c(OC)ccnc12,0,0,0,6.43,['6.43'],0
2512,COc1ccnc2ccccc12,0,0,0,6.45,['6.45'],0
2513,COc1cnc([N-]S(=O)(=O)c2ccc(N)cc2)nc1,0,0,0,6.78,['6.78'],0
2514,COc1cnc2ncncc2n1,0,0,0,3.57,['3.57'],0
2515,COc1cnc2ccccc2n1,0,0,0,0.28,['0.28'],0
2516,COc1cnc2cncnc2n1,0,0,0,1.64,['1.64'],0
2517,COc1cnnc2ccccc12,0,0,0,3.15,['3.15'],0
2518,COc1nc(O)c2nccnc2n1,0,0,0,-0.93,['-0.93'],0
2519,COc1ncc2nccnc2n1,0,0,0,2.10,['2.10'],0
2520,COc1ncc2ccccc2n1,0,0,0,1.31,['1.31'],0
2521,CS(=O)(=O)CC(=O)C=NO,0,0,0,7.46,['7.46'],0
2522,CS(=O)(=O)CC(=O)[O-],0,0,0,2.36,['2.36'],0
2523,CS(=O)(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,5.20,['5.20'],0
2524,CS(=O)(=O)NCC[NH+]1CCc2cccc(Cl)c2CC1,0,0,0,7.75,['7.75'],0
2525,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,0,0,0,5.90,['5.90'],0
2526,CS(=O)(=O)Nc1ccccc1,0,0,0,8.85,['8.85'],0
2527,CS(=O)(=O)OCCC[NH2+]CCCOS(C)(=O)=O,0,0,0,8.77,['8.77'],0
2528,CS(=O)(=O)c1ccc(C(=O)[O-])cc1,0,0,0,4.10,['4.10'],0
2529,CS(=O)(=O)c1ccc(N)cc1,0,0,0,1.36,['1.36'],0
2530,CS(=O)(=O)c1ccc([O-])cc1,0,0,0,7.83,['7.83'],0
2531,CS(=O)(=O)c1ccc(OCC(=O)[O-])cc1,0,0,0,3.10,['3.10'],0
2532,CS(=O)(=O)c1cccc(C(=O)[O-])c1,0,0,0,4.21,['4.21'],0
2533,CS(=O)(=O)c1cccc(N)c1,0,0,0,2.56,['2.56'],0
2534,CS(=O)(=O)c1cccc(O)c1,0,0,0,8.39,['8.39'],0
2535,CS(=O)CC(=O)C=NO,0,0,0,7.74,['7.74'],0
2536,CS(=O)CC[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,5.58,['5.58'],0
2537,CSCC(=O)C=NO,0,0,0,8.16,['8.16'],0
2538,CSCC([NH3+])C(=O)[O-],0,0,0,8.75,['8.75'],0
2539,CSCCC([NH3+])C(N)=O,0,0,0,7.53,['7.53'],0
2540,CSCC[NH2+]Cc1cc2cc(S(N)(=O)=O)sc2s1,0,0,0,6.85,['6.85'],0
2541,CSc1nc2ccc3c(c2[nH]1)CCCC3,0,0,0,4.70,['4.70'],0
2542,CSc1ncnc2nccnc12,0,0,0,2.53,['2.53'],0
2543,CSc1nccc2ccccc12,0,0,0,3.89,['3.89'],0
2544,CSc1nncc2ccccc12,0,0,0,3.44,['3.44'],0
2545,CSc1cc(N)nc(N)n1,0,0,0,5.44,['5.44'],0
2546,CSc1cc2ccccc2cn1,0,0,0,3.37,['3.37'],0
2547,CSc1cnc2ccccc2c1,0,0,0,3.84,['3.84'],0
2548,CSc1ccc(N)cc1,0,0,0,4.40,['4.40'],0
2549,CSc1ccc(O)cc1,0,0,0,9.53,['9.53'],0
2550,CSc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2,0,0,0,3.96,['3.96'],0
2551,CSc1ccc2c(c1)C(N1CC[NH+](CCO)CC1)CC2c1ccc(F)cc1,0,0,0,7.44,['7.44'],0
2552,CSc1ccc2ncccc2c1,0,0,0,4.71,['4.71'],0
2553,CSc1ccc2oc(N(N)CCC#N)nc2c1,0,0,0,2.42,['2.42'],0
2554,CSc1ccc2ccccc2n1,0,0,0,3.67,['3.67'],0
2555,CSc1cccc(O)c1,0,0,0,9.53,['9.53'],0
2556,CSc1cccc2ncccc12,0,0,0,4.46,['4.46'],0
2557,CSc1cccc2cccnc12,0,0,0,3.46,['3.46'],0
2558,CSc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,0,0,0,2.65,['2.65'],0
2559,CSc1ccnc2ccccc12,0,0,0,5.85,['5.85'],0
2560,CSc1cnc2ccccc2n1,0,0,0,0.29,['0.29'],0
2561,CSc1cnc2cncnc2n1,0,0,0,2.46,['2.46'],0
2562,CSc1cnnc2ccccc12,0,0,0,3.09,['3.09'],0
2563,CSc1ncc(N)c(N)n1,0,0,0,5.03,['5.03'],0
2564,CSc1ncc2nccnc2n1,0,0,0,2.20,['2.20'],0
2565,C[N+](C)(C)CCCC(=O)[O-],0,0,0,3.94,['3.94'],0
2566,C[N+](C)(C)Cc1ccc(C(=O)[O-])cc1,0,0,0,3.25,['3.25'],0
2567,C[N+](C)(C)Cc1cccc(C(=O)[O-])c1,0,0,0,3.22,['3.22'],0
2568,C[N+](C)(C)c1ccc(C(=O)[O-])cc1,0,0,0,3.43,['3.43'],0
2569,C[N+](C)(C)c1cccc(C(=O)[O-])c1,0,0,0,3.45,['3.45'],0
2570,C[N+](C)(C)c1ccccc1C(=O)[O-],0,0,0,1.37,['1.37'],0
2571,C[n+]1cc(O)cc2ccccc21,0,0,0,5.39,['5.39'],0
2572,C[n+]1cc(O)c2ccccc2c1,0,0,0,4.90,['4.90'],0
2573,C[n+]1ccc2c(O)cccc2c1,0,0,0,6.87,['6.87'],0
2574,C[n+]1ccc2ccc(O)cc2c1,0,0,0,7.06,['7.06'],0
2575,C[n+]1cccc2cccc([O-])c21,0,0,0,6.78,['6.78'],0
2576,C[n+]1cccc2cc([O-])ccc21,0,0,0,7.12,['7.12'],0
2577,C[n+]1ccccc1C=NO,0,0,0,7.82,['7.82'],0
2578,C=Cn1cc[n+](C)c1C=NO,0,0,0,7.92,['7.92'],0
2579,C[n+]1ccn(CCC#N)c1C=NO,0,0,0,7.99,['7.99'],0
2580,C[n+]1ccn(CCCC#N)c1C=NO,0,0,0,8.10,['8.10'],0
2581,C#CCCCCn1cc[n+](C)c1C=NO,0,0,0,8.18,['8.18'],0
2582,C[n+]1ccn(CCCCC#N)c1C=NO,0,0,0,8.18,['8.18'],0
2583,COC(=O)CCCCCn1cc[n+](C)c1C=NO,0,0,0,8.19,['8.19'],0
2584,C[n+]1ccn(CCCCCOC(=O)c2ccccc2O)c1C=NO,0,0,0,7.95,['7.95'],0
2585,C[n+]1ccn(CCCCOC(=O)c2ccccc2O)c1C=NO,0,0,0,8.05,['8.05'],0
2586,C[n+]1ccn(CCC[NH+](C)C)c1C=NO,0,0,0,7.95,['7.95'],0
2587,C[n+]1ccn(CCCOC(=O)c2ccc(Cl)cc2O)c1C=NO,0,0,0,8.03,['8.03'],0
2588,C[n+]1ccn(CCCOC(=O)c2ccccc2O)c1C=NO,0,0,0,8.08,['8.08'],0
2589,C#CCOCCCn1cc[n+](C)c1C=NO,0,0,0,8.10,['8.10'],0
2590,C[n+]1ccn(CCC[n+]2ccc(C(N)=O)cc2)c1C=NO,0,0,0,7.92,['7.92'],0
2591,C[n+]1ccn(CCF)c1C=NO,0,0,0,8.08,['8.08'],0
2592,C[n+]1ccn(CC[NH+](C)C)c1C=NO,0,0,0,8.07,['8.07'],0
2593,C[n+]1ccn(CC[NH+]2CCCC2)c1C=NO,0,0,0,7.93,['7.93'],0
2594,C[n+]1ccn(CC[NH+]2CCCCC2)c1C=NO,0,0,0,8.02,['8.02'],0
2595,C[n+]1ccn(CC[NH+]2CCOCC2)c1C=NO,0,0,0,8.24,['8.24'],0
2596,COCCn1cc[n+](C)c1C=NO,0,0,0,8.12,['8.12'],0
2597,C#CCOCCn1cc[n+](C)c1C=NO,0,0,0,8.12,['8.12'],0
2598,C[n+]1ccn(CCOCCBr)c1C=NO,0,0,0,8.13,['8.13'],0
