,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
3685,O=C([O-])Cc1ccc(Cl)cc1,O,0,0,4.19,['4.19'],['pKa_prospector']
3686,O=C([O-])Cc1ccc(F)cc1,O,0,0,4.25,['4.25'],['pKa_prospector']
3687,O=C([O-])Cc1ccc(I)cc1,O,0,0,4.18,['4.18'],['pKa_prospector']
3688,O=C([O-])Cc1ccc([N+](=O)[O-])cc1,O,0,0,4.45,['4.45'],['pKa_prospector']
3689,O=C([O-])CCc1ccc(Cl)cc1,O,0,0,5.2,['5.20'],['pKa_prospector']
3690,O=C([O-])CCc1ccc([N+](=O)[O-])cc1,O,0,0,4.47,['4.47'],['pKa_prospector']
3691,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1,O,0,0,5.78,['5.78'],['pKa_prospector']
3692,NS(=O)(=O)c1ccc(CCCCCO)cc1,O,0,0,10.28,['10.28'],['pKa_prospector']
3693,NS(=O)(=O)c1ccc(CCCCO)cc1,O,0,0,10.32,['10.32'],['pKa_prospector']
3694,NS(=O)(=O)c1ccc(CCCO)cc1,O,0,0,10.23,['10.23'],['pKa_prospector']
3695,N#CC(C#N)=NNc1ccc(CCCl)cc1,O,0,0,6.5,['6.50'],['pKa_prospector']
3696,O=C(OCn1ncc2c(=O)[nH]cnc21)c1ccc(C[NH+]2CCOCC2)cc1,O,0,0,6.05,['6.05'],['pKa_prospector']
3697,NS(=O)(=O)c1cc(C(=O)c2ccc(C[NH+]3CCOCC3)cc2)cs1,O,0,0,9.28,['9.28'],['pKa_prospector']
3698,Clc1ccc(CNc2ncnc3[nH]ncc23)cc1,O,0,0,3.92,['3.92'],['pKa_prospector']
3699,Oc1ccc(Cc2ccc(O)cc2)cc1,O,0,0,9.63,['9.63'],['pKa_prospector']
3700,O=[N+]([O-])c1ccc(Cc2ccncc2)cc1,O,0,0,5.8,['5.80'],['pKa_prospector']
3701,O=[N+]([O-])c1ccc([O-])cc1,O,0,0,7.1,['7.10'],['pKa_prospector']
3702,NC(=O)Oc1ccc([N+](=O)[O-])cc1,O,0,0,-2.58,['-2.58'],['pKa_prospector']
3703,O=C([O-])COc1ccc([N+](=O)[O-])cc1,O,0,0,2.89,['2.89'],['pKa_prospector']
3704,O=[N+]([O-])c1ccc(OCC[NH+]2CCOCC2)cc1,O,0,0,6.3,['6.30'],['pKa_prospector']
3705,O=[N+]([O-])c1ccc(OCCn2ccnc2)cc1,O,0,0,6.65,['6.65'],['pKa_prospector']
3706,O=[N+]([O-])c1ccc([S-])cc1,O,0,0,4.5,['4.50'],['pKa_prospector']
3707,O=C([N-]S(=O)(=O)c1ccc([N+](=O)[O-])cc1)NC1CCCCC1,O,0,0,4,['4.00'],['pKa_prospector']
3708,O=[N+]([O-])c1ccc(S(=O)[O-])cc1,O,0,0,1.86,['1.86'],['pKa_prospector']
3709,Nc1ccc(Br)cc1,O,0,0,3.86,['3.86'],['pKa_prospector']
3710,Nc1ccc(I)cc1,O,0,0,3.78,['3.78'],['pKa_prospector']
3711,Nc1ccc([N+](=O)[O-])cc1,O,0,0,1,['1.00'],['pKa_prospector']
3712,Nc1ccc(Nc2ccc(S(N)(=O)=O)cc2)cc1,O,0,0,10.22,['10.22'],['pKa_prospector']
3713,Nc1ccc(P(=O)([O-])[O-])cc1,O,0,0,7.53,['7.53'],['pKa_prospector']
3714,Nc1ccc(S(=O)(=O)NCC(=O)[O-])cc1,O,0,0,3.52,['3.52'],['pKa_prospector']
3715,Nc1ccc(S(=O)(=O)[N-]c2ncc(Br)cc2Br)cc1,O,0,0,5.78,['5.78'],['pKa_prospector']
3716,Nc1ccc(S(=O)(=O)[N-]c2ncc(Cl)cc2Cl)cc1,O,0,0,5.98,['5.98'],['pKa_prospector']
3717,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)cc2)cc1,O,0,0,8.6,['8.60'],['pKa_prospector']
3718,Nc1ccc(S(=O)(=O)[N-]c2ccc([N+](=O)[O-])cc2)cc1,O,0,0,7,['7.00'],['pKa_prospector']
3719,Nc1ccc(S(=O)(=O)[N-]c2ccc(Br)cn2)cc1,O,0,0,6.98,['6.98'],['pKa_prospector']
3720,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)cn2)cc1,O,0,0,6.96,['6.96'],['pKa_prospector']
3721,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)nc2)cc1,O,0,0,7.1,['7.10'],['pKa_prospector']
3722,Nc1ccc(S(=O)(=O)[N-]c2ccc(Cl)nn2)cc1,O,0,0,6.1,['6.10'],['pKa_prospector']
3723,Nc1ccc(S(=O)(=O)[O-])cc1,O,0,0,3.23,['3.23'],['pKa_prospector']
3724,Clc1ccc(N2CC[NH2+]CC2)cc1,O,0,0,8.9,['8.90'],['pKa_prospector']
3725,Fc1ccc(N2CC[NH2+]CC2)cc1,O,0,0,8.98,['8.98'],['pKa_prospector']
3726,Brc1ccc([NH+]=C2NCCN2)cc1,O,0,0,9.65,['9.65'],['pKa_prospector']
3727,NC(=[NH2+])Nc1ccc(Cl)cc1,O,0,0,10.6,['10.60'],['pKa_prospector']
3728,NC(=[NH2+])Nc1ccc([N+](=O)[O-])cc1,O,0,0,9.13,['9.13'],['pKa_prospector']
3729,O=C([O-])CCC(=O)Nc1ccc(S(=O)(=O)[N-]c2nccs2)cc1,O,0,0,4.5,['4.50'],['pKa_prospector']
3730,O=C(C[NH+]1CCCCC1)Nc1ccc(Cl)cc1,O,0,0,8,['8.00'],['pKa_prospector']
3731,O=C(C[NH+]1CCCCC1)Nc1ccc([N+](=O)[O-])cc1,O,0,0,7.69,['7.69'],['pKa_prospector']
3732,NC(=[NH2+])NC(=O)Nc1ccc(Cl)cc1,O,0,0,7.36,['7.36'],['pKa_prospector']
3733,N#CC(C#N)=NNc1ccc(Cl)cc1,O,0,0,6.15,['6.15'],['pKa_prospector']
3734,N#CC(C#N)=NNc1ccc(OC(F)(F)F)cc1,O,0,0,6,['6.00'],['pKa_prospector']
3735,O=S(=O)([N-]c1ccc(Cl)cc1)C(F)(F)F,O,0,0,3.9,['3.90'],['pKa_prospector']
3736,Oc1ccc(Br)cc1,O,0,0,8.94,['8.94'],['pKa_prospector']
3737,Oc1ccc(I)cc1,O,0,0,9.22,['9.22'],['pKa_prospector']
3738,O=S(=O)([O-])c1ccc([O-])cc1,O,0,0,9.05,['9.05'],['pKa_prospector']
3739,O=C([O-])COc1ccc(Br)cc1,O,0,0,3.13,['3.13'],['pKa_prospector']
3740,O=C([O-])COc1ccc(Cl)cc1,O,0,0,3.1,['3.10'],['pKa_prospector']
3741,O=C([O-])COc1ccc(F)cc1,O,0,0,3.12,['3.12'],['pKa_prospector']
3742,O=C([O-])COc1ccc(I)cc1,O,0,0,3.16,['3.16'],['pKa_prospector']
3743,[O-]P(O)c1ccc(Br)cc1,O,0,0,2.1,['2.10'],['pKa_prospector']
3744,NS(=O)(=O)c1ccc(S(=O)(=O)CC(O)CO)cc1,O,0,0,9.35,['9.35'],['pKa_prospector']
3745,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,O,0,0,9.6,['9.60'],['pKa_prospector']
3746,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,O,0,0,8.98,['8.98'],['pKa_prospector']
3747,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,O,0,0,9.38,['9.38'],['pKa_prospector']
3748,NS(=O)(=O)c1ccc(Cl)cc1,O,0,0,9.95,['9.95'],['pKa_prospector']
3749,O=C([N-]S(=O)(=O)c1ccc(Cl)cc1)NC1CCCCC1,O,0,0,4.78,['4.78'],['pKa_prospector']
3750,O=C([N-]S(=O)(=O)c1ccc(Cl)cc1)N[NH+]1CCCCC1,O,0,0,5.68,['5.68'],['pKa_prospector']
3751,O=C([N-]S(=O)(=O)c1ccc(Cl)cc1)N[NH+]1CCCCCC1,O,0,0,5.94,['5.94'],['pKa_prospector']
3752,O=S([O-])c1ccc(Br)cc1,O,0,0,1.89,['1.89'],['pKa_prospector']
3753,O=S([O-])c1ccc(Cl)cc1,O,0,0,1.81,['1.81'],['pKa_prospector']
3754,NS(=O)(=O)c1ccc(SCCCCCO)cc1,O,0,0,9.25,['9.25'],['pKa_prospector']
3755,NS(=O)(=O)c1ccc(SCCCCO)cc1,O,0,0,10.17,['10.17'],['pKa_prospector']
3756,NS(=O)(=O)c1ccc(SCCCO)cc1,O,0,0,10.23,['10.23'],['pKa_prospector']
3757,NS(=O)(=O)c1ccc(SCCO)cc1,O,0,0,9.27,['9.27'],['pKa_prospector']
3758,Nc1ccc(-c2[nH]c([N+](=O)[O-])c[nH+]2)cc1,O,0,0,9,['9.00'],['pKa_prospector']
3759,O=C([O-])COc1ccc(-c2ccc(Cl)cc2Cl)cc1,O,0,0,3,['3.00'],['pKa_prospector']
3760,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,O,0,0,7.5,['7.50'],['pKa_prospector']
3761,Nc1nnnn1-c1ccc(Cl)cc1,O,0,0,0.78,['0.78'],['pKa_prospector']
3762,Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,O,0,0,0.34,['0.34'],['pKa_prospector']
3763,Brc1cccnc1,O,0,0,2.84,['2.84'],['pKa_prospector']
3764,O=C([O-])C=CC(=O)c1cccnc1,O,0,0,3.82,['3.82'],['pKa_prospector']
3765,O=C(NO)c1cccnc1,O,0,0,8.3,['8.30'],['pKa_prospector']
3766,Oc1ccc(C(c2ccc(O)cc2)c2cccnc2)cc1,O,0,0,9.54,['9.54'],['pKa_prospector']
3767,C1=C(c2cccnc2)[NH2+]CC1,O,0,0,4.5,['4.50'],['pKa_prospector']
3768,c1cncc(C2CCC[NH2+]2)c1,O,0,0,9,['9.00'],['pKa_prospector']
3769,[NH3+]CCCCCc1cccnc1,O,0,0,10.34,['10.34'],['pKa_prospector']
3770,[NH3+]CCCCc1cccnc1,O,0,0,10.16,['10.16'],['pKa_prospector']
3771,[NH3+]CCCc1cccnc1,O,0,0,10.05,['10.05'],['pKa_prospector']
3772,Ic1cccnc1,O,0,0,3.25,['3.25'],['pKa_prospector']
3773,O=S(=O)([O-])c1cccnc1,O,0,0,2.9,['2.90'],['pKa_prospector']
3774,O=C(c1ccc2n1CCC2C(=O)[O-])C1CCC1,O,0,0,3.54,['3.54'],['pKa_prospector']
3775,Clc1cccc(Cl)n1,O,0,0,0.36,['0.36'],['pKa_prospector']
3776,Clc1ccc(Cl)c(Cl)n1,O,0,0,-0.63,['-0.63'],['pKa_prospector']
3777,Nc1ccc2nccnc2n1,O,0,0,4.25,['4.25'],['pKa_prospector']
3778,Clc1ccc(Cl)nc1,O,0,0,2.62,['2.62'],['pKa_prospector']
3779,N#CC(=NO)c1ccco1,O,0,0,6.44,['6.44'],['pKa_prospector']
3780,O=C(C(=NO)c1ccco1)c1ccco1,O,0,0,9.18,['9.18'],['pKa_prospector']
3781,O=C1C(=NO)SCCN1Cc1ccco1,O,0,0,10.47,['10.47'],['pKa_prospector']
3782,c1coc(CNc2ncnc3[nH]ncc23)c1,O,0,0,3.97,['3.97'],['pKa_prospector']
3783,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,O,0,0,3.9,['3.90'],['pKa_prospector']
3784,Nc1ncnc2c1nnn2Cc1ccco1,O,0,0,2.6,['2.60'],['pKa_prospector']
3785,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,O,0,0,7.1,['7.10'],['pKa_prospector']
3786,O=C(C=C(S)c1cccs1)C(F)(F)F,O,0,0,5.53,['5.53'],['pKa_prospector']
3787,O=C(CC(=O)C(F)(F)F)c1cccs1,O,0,0,6.2,['6.20'],['pKa_prospector']
3788,c1csc(C2([NH+]3CCCCC3)CCCCC2)c1,O,0,0,7.81,['7.81'],['pKa_prospector']
3789,c1csc(C23CCC[NH+]2CCO3)c1,O,0,0,9.56,['9.56'],['pKa_prospector']
3790,c1csc(C2CCC[NH2+]2)c1,O,0,0,9.35,['9.35'],['pKa_prospector']
3791,NC(=[NH2+])NN=Cc1cccs1,O,0,0,8.48,['8.48'],['pKa_prospector']
3792,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,O,0,0,8.67,['8.67'],['pKa_prospector']
3793,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1,O,0,0,8.32,['8.32'],['pKa_prospector']
3794,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1,O,0,0,8.65,['8.65'],['pKa_prospector']
3795,NS(=O)(=O)c1ccc(SCCCCO)s1,O,0,0,9.5,['9.50'],['pKa_prospector']
3796,NS(=O)(=O)c1ccc(SCCCO)s1,O,0,0,9.32,['9.32'],['pKa_prospector']
3797,NS(=O)(=O)c1ccc(SCCO)s1,O,0,0,9.46,['9.46'],['pKa_prospector']
3798,Nc1ccc2c(c1)Cc1ccc(O)cc1-2,O,0,0,4.63,['4.63'],['pKa_prospector']
3799,Nc1ccc2c(c1)Cc1cc(O)ccc1-2,O,0,0,4.88,['4.88'],['pKa_prospector']
3800,NC(=O)CC[NH+]1CCc2cccc(Cl)c2CC1,O,0,0,6.75,['6.75'],['pKa_prospector']
3801,NC(=O)NCC[NH+]1CCc2cccc(Cl)c2CC1,O,0,0,7.57,['7.57'],['pKa_prospector']
3802,Clc1cccc2c1CC[NH2+]CC2,O,0,0,9.36,['9.36'],['pKa_prospector']
3803,Nc1c2c([nH+]c3cccc(Cl)c13)CCCC2,O,0,0,9.3,['9.30'],['pKa_prospector']
3804,Nc1c2c([nH+]c3cccc(Cl)c13)OCCC2,O,0,0,6.6,['6.60'],['pKa_prospector']
3805,O=C([O-])Cn1c(=O)sc2cccc(Cl)c21,O,0,0,3,['3.00'],['pKa_prospector']
3806,FC(F)(F)c1nc2c(Cl)cccc2[nH]1,O,0,0,8.2,['8.20'],['pKa_prospector']
3807,Nc1c2c([nH+]c3cccc(F)c13)CCCC2,O,0,0,9.1,['9.10'],['pKa_prospector']
3808,Nc1c2c([nH+]c3cccc(F)c13)OCCC2,O,0,0,6.9,['6.90'],['pKa_prospector']
3809,O=[N+]([O-])c1cccc2[nH]cnc12,O,0,0,3.33,['3.33'],['pKa_prospector']
3810,Nc1cccc2c1CCCC2,O,0,0,4.47,['4.47'],['pKa_prospector']
3811,c1cc2c(c([NH+]=C3NCCN3)c1)CCCC2,O,0,0,10.66,['10.66'],['pKa_prospector']
3812,Nc1ccc2c(c1)Cc1cccc(O)c1-2,O,0,0,4.73,['4.73'],['pKa_prospector']
3813,Oc1cccc2c1CCCC2,O,0,0,10.34,['10.34'],['pKa_prospector']
3814,Oc1ncnc2cccnc12,O,0,0,8.98,['8.98'],['pKa_prospector']
3815,Clc1c(Cl)c2cccnc2c2ncccc12,O,0,0,3.45,['3.45'],['pKa_prospector']
3816,Nc1c2c([nH+]c3ncccc13)CCCC2,O,0,0,8.8,['8.80'],['pKa_prospector']
3817,Nc1c2c([nH+]c3ncccc13)OCCC2,O,0,0,6.4,['6.40'],['pKa_prospector']
3818,Clc1nc2ccc3c(c2[nH]1)CCCC3,O,0,0,2.54,['2.54'],['pKa_prospector']
3819,c1cc2snnc2c2c1CC[NH2+]C2,O,0,0,8.4,['8.40'],['pKa_prospector']
3820,Oc1c(Br)cc(Br)c2cccnc12,O,0,0,7.3,['7.30'],['pKa_prospector']
3821,Oc1c(I)cc(Cl)c2cccnc12,O,0,0,7.9,['7.90'],['pKa_prospector']
3822,Oc1c(I)cc(I)c2cccnc12,O,0,0,8,['8.00'],['pKa_prospector']
3823,Clc1ccnc2ccc(Br)cc12,O,0,0,2.83,['2.83'],['pKa_prospector']
3824,OCCC1CC[NH+](CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,O,0,0,6.63,['6.63'],['pKa_prospector']
3825,OCC[NH+]1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,O,0,0,6.94,['6.94'],['pKa_prospector']
3826,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,O,0,0,1.98,['1.98'],['pKa_prospector']
3827,O=[N+]([O-])c1c[nH+]c(C=Cc2ccc3c(c2)OCO3)n1CCO,O,0,0,2.73,['2.73'],['pKa_prospector']
3828,[NH3+]Cc1ccc2c(c1)OCO2,O,0,0,9.37,['9.37'],['pKa_prospector']
3829,Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,O,0,0,7.2,['7.20'],['pKa_prospector']
3830,O=C1CC(C(=O)[O-])Oc2ccc(Cl)cc21,O,0,0,3.9,['3.90'],['pKa_prospector']
3831,O=C(C[NH+]1CCCC1)NC1COc2ccc(Cl)cc21,O,0,0,8.1,['8.10'],['pKa_prospector']
3832,O=C(C[NH+]1CCCCC1)NC1COc2ccc(Cl)cc21,O,0,0,7.7,['7.70'],['pKa_prospector']
3833,O=C(C[NH+]1CCOCC1)NC1COc2ccc(Cl)cc21,O,0,0,5.2,['5.20'],['pKa_prospector']
3834,O=C([O-])C1Cc2cc(Cl)ccc2O1,O,0,0,4.36,['4.36'],['pKa_prospector']
3835,O=C([O-])C1CCc2cc(Cl)ccc2O1,O,0,0,4.26,['4.26'],['pKa_prospector']
3836,O=c1[nH]c2cc(Cl)ccc2o1,O,0,0,8.3,['8.30'],['pKa_prospector']
3837,Clc1ccc2nccc(Cl)c2c1,O,0,0,2.81,['2.81'],['pKa_prospector']
3838,Nc1cc2cc(Cl)ccc2nn1,O,0,0,3.24,['3.24'],['pKa_prospector']
3839,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CC[NH+](CCO)CC1,O,0,0,6.6,['6.60'],['pKa_prospector']
3840,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CC[NH+](CCOS(=O)(=O)[O-])CC1,O,0,0,10.05,['10.05'],['pKa_prospector']
3841,O=c1nc2n(CCC[NH+]3CCCCC3)c3cc(Cl)ccc3nc-2c(=O)[nH]1,O,0,0,9,['9.00'],['pKa_prospector']
3842,FC(F)(F)c1nc2cc(Cl)ccc2[nH]1,O,0,0,8.95,['8.95'],['pKa_prospector']
3843,NS(=O)(=O)c1nc2ccc(Cl)cc2s1,O,0,0,7.72,['7.72'],['pKa_prospector']
3844,Fc1ccc2nccc(Cl)c2c1,O,0,0,2.95,['2.95'],['pKa_prospector']
3845,O=C1CC2OCC=C3C[NH+]4CCC56c7cc([N+](=O)[O-])ccc7N1C5C2C3CC46,O,0,0,7.82,['7.82'],['pKa_prospector']
3846,O=[N+]([O-])c1ccc2ncncc2c1,O,0,0,4.16,['4.16'],['pKa_prospector']
3847,O=[N+]([O-])c1ccc2[nH]c(C(F)(F)F)nc2c1,O,0,0,6.75,['6.75'],['pKa_prospector']
3848,Nc1ccc2c(c1)CCC2,O,0,0,5.31,['5.31'],['pKa_prospector']
3849,Nc1ccc2c(c1)CCCC2,O,0,0,5.17,['5.17'],['pKa_prospector']
3850,Nc1ccc2nc3ccc(N)cc3cc2c1,O,0,0,6.14,['6.14'],['pKa_prospector']
3851,Nc1ccc2[nH]ncc2c1,O,0,0,5.12,['5.12'],['pKa_prospector']
3852,Nc1ccc2ncncc2c1,O,0,0,3.28,['3.28'],['pKa_prospector']
3853,Nc1ccc2nc3cc(N)ccc3nc2c1,O,0,0,4.59,['4.59'],['pKa_prospector']
3854,Nc1ccc2nccnc2c1,O,0,0,2.92,['2.92'],['pKa_prospector']
3855,Oc1ccc2c(c1)CCC2,O,0,0,10.32,['10.32'],['pKa_prospector']
3856,Oc1ccc2c(c1)CCCC2,O,0,0,10.48,['10.48'],['pKa_prospector']
3857,[NH3+]C(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],O,0,0,9.39,['9.39'],['pKa_prospector']
3858,[NH3+]CCc1csc2ccc(O)cc12,O,0,0,9.6,['9.60'],['pKa_prospector']
3859,Nc1cc[nH+]c2ccc3ncccc3c12,O,0,0,7.3,['7.30'],['pKa_prospector']
3860,Nc1cccc2c(Cl)cccc12,O,0,0,3.34,['3.34'],['pKa_prospector']
3861,Nc1cccc2c([N+](=O)[O-])cccc12,O,0,0,2.73,['2.73'],['pKa_prospector']
3862,Nc1cccc2c(N)cccc12,O,0,0,4.21,['4.21'],['pKa_prospector']
3863,Nc1cccc2c(O)cccc12,O,0,0,3.96,['3.96'],['pKa_prospector']
3864,Nc1cccc2c(S(=O)(=O)[O-])cccc12,O,0,0,3.69,['3.69'],['pKa_prospector']
3865,O=S(=O)([O-])c1cccc2c(O)cccc12,O,0,0,9,['9.00'],['pKa_prospector']
3866,Brc1cccc2ncccc12,O,0,0,3.62,['3.62'],['pKa_prospector']
3867,Clc1cccc2ncccc12,O,0,0,3.65,['3.65'],['pKa_prospector']
3868,Fc1cccc2ncccc12,O,0,0,3.82,['3.82'],['pKa_prospector']
3869,O=[N+]([O-])c1cccc2ncccc12,O,0,0,2.69,['2.69'],['pKa_prospector']
3870,c1cnc2cccnc2c1,O,0,0,2.84,['2.84'],['pKa_prospector']
3871,Clc1ccnc2c1ccc1c(Cl)ccnc12,O,0,0,3.01,['3.01'],['pKa_prospector']
3872,Clc1ccnc2cc(Br)ccc12,O,0,0,2.83,['2.83'],['pKa_prospector']
3873,Clc1ccc2c(Cl)ccnc2c1,O,0,0,2.8,['2.80'],['pKa_prospector']
3874,Nc1cc[nH+]c2cc(Cl)ccc12,O,0,0,8.23,['8.23'],['pKa_prospector']
3875,Fc1ccc2c(Cl)ccnc2c1,O,0,0,3.04,['3.04'],['pKa_prospector']
3876,Nc1ccc2nnccc2c1,O,0,0,5.03,['5.03'],['pKa_prospector']
3877,O=[N+]([O-])c1cccc2ncncc12,O,0,0,3.73,['3.73'],['pKa_prospector']
3878,c1cnc2nccnc2c1,O,0,0,1.2,['1.20'],['pKa_prospector']
3879,c1cnc2c(c1)c1c(c3cccnc32)CCCC1,O,0,0,5.28,['5.28'],['pKa_prospector']
3880,c1nc2c(ccc3c4c(cnc32)CCCC4)c2c1CCCC2,O,0,0,6.21,['6.21'],['pKa_prospector']
3881,Nc1cccc2c1ccc1ncccc12,O,0,0,5.16,['5.16'],['pKa_prospector']
3882,Clc1cc2cccnc2c2ncccc12,O,0,0,4.24,['4.24'],['pKa_prospector']
3883,O=[N+]([O-])c1cc2cccnc2c2ncccc12,O,0,0,3.55,['3.55'],['pKa_prospector']
3884,Nc1ccc2c([N+](=O)[O-])cccc2c1,O,0,0,3.01,['3.01'],['pKa_prospector']
3885,Nc1cccc2cc(Cl)ccc12,O,0,0,3.48,['3.48'],['pKa_prospector']
3886,Nc1cccc2cc([N+](=O)[O-])ccc12,O,0,0,2.89,['2.89'],['pKa_prospector']
3887,Nc1cccc2cc(O)ccc12,O,0,0,3.97,['3.97'],['pKa_prospector']
3888,Nc1cccc2cc(S(=O)(=O)[O-])ccc12,O,0,0,3.8,['3.80'],['pKa_prospector']
3889,Nc1ccc2c(O)cccc2c1,O,0,0,4.07,['4.07'],['pKa_prospector']
3890,Nc1ccc2c(S(=O)(=O)[O-])cccc2c1,O,0,0,3.96,['3.96'],['pKa_prospector']
3891,Brc1ccc2ncccc2c1,O,0,0,3.91,['3.91'],['pKa_prospector']
3892,Clc1ccc2ncccc2c1,O,0,0,3.66,['3.66'],['pKa_prospector']
3893,Fc1ccc2ncccc2c1,O,0,0,4.15,['4.15'],['pKa_prospector']
3894,Nc1ccc2ncccc2c1,O,0,0,5.59,['5.59'],['pKa_prospector']
3895,O=[N+]([O-])c1ccc2ncccc2c1,O,0,0,2.72,['2.72'],['pKa_prospector']
3896,Brc1cnc2c(ccc3cc(Br)cnc32)c1,O,0,0,3.88,['3.88'],['pKa_prospector']
3897,Nc1ccc2cccc([N+](=O)[O-])c2c1,O,0,0,2.73,['2.73'],['pKa_prospector']
3898,Nc1cccc2ccc(Cl)cc12,O,0,0,3.48,['3.48'],['pKa_prospector']
3899,Nc1cccc2ccc([N+](=O)[O-])cc12,O,0,0,2.55,['2.55'],['pKa_prospector']
3900,Nc1cccc2ccc(S(=O)(=O)[O-])cc12,O,0,0,3.66,['3.66'],['pKa_prospector']
3901,Nc1ccc2cccc(S(=O)(=O)[O-])c2c1,O,0,0,3.89,['3.89'],['pKa_prospector']
3902,Brc1ccc2cccnc2c1,O,0,0,3.87,['3.87'],['pKa_prospector']
3903,O=C([O-])c1ccc2cccnc2c1,O,0,0,4.97,['4.97'],['pKa_prospector']
3904,FC(F)(F)c1ccc2cccnc2c1,O,0,0,3.16,['3.16'],['pKa_prospector']
3905,Clc1ccc2cccnc2c1,O,0,0,3.85,['3.85'],['pKa_prospector']
3906,Fc1ccc2cccnc2c1,O,0,0,4.17,['4.17'],['pKa_prospector']
3907,Nc1ccc2cccnc2c1,O,0,0,6.61,['6.61'],['pKa_prospector']
3908,O=[N+]([O-])c1ccc2cccnc2c1,O,0,0,2.4,['2.40'],['pKa_prospector']
3909,O=c1cc[nH]c2c1ccc1cccnc12,O,0,0,2.17,['2.17'],['pKa_prospector']
3910,Nc1cccc2ccc3ncccc3c12,O,0,0,4.99,['4.99'],['pKa_prospector']
3911,Brc1ccnc2c1ccc1cccnc12,O,0,0,4.01,['4.01'],['pKa_prospector']
3912,N#Cc1ccnc2c1ccc1cccnc12,O,0,0,3.56,['3.56'],['pKa_prospector']
3913,Clc1ccnc2c1ccc1cccnc12,O,0,0,4.3,['4.30'],['pKa_prospector']
3914,Oc1ccnc2c1ccc1cccnc12,O,0,0,2.17,['2.17'],['pKa_prospector']
3915,c1cnc2c(c1)ccc1c3c(cnc12)CCC3,O,0,0,5.76,['5.76'],['pKa_prospector']
3916,c1cnc2c(c1)ccc1c3c(cnc12)CCCC3,O,0,0,5.64,['5.64'],['pKa_prospector']
3917,Clc1cnc2c(ccc3cccnc32)c1,O,0,0,3.97,['3.97'],['pKa_prospector']
3918,Nc1ccc2ccc3cccc4ccc1c2c34,O,0,0,2.91,['2.91'],['pKa_prospector']
3919,Nc1cc2cccc3ccc4cccc1c4c32,O,0,0,3.23,['3.23'],['pKa_prospector']
3920,Nc1cccc2cccc([N+](=O)[O-])c12,O,0,0,2.79,['2.79'],['pKa_prospector']
3921,Nc1cccc2cccc(S(=O)(=O)[O-])c12,O,0,0,5.03,['5.03'],['pKa_prospector']
3922,c1cc2cccc3[nH+]c[nH]c(c1)c23,O,0,0,6.35,['6.35'],['pKa_prospector']
3923,Brc1cccc2cccnc12,O,0,0,3.13,['3.13'],['pKa_prospector']
3924,Clc1cccc2cccnc12,O,0,0,3.12,['3.12'],['pKa_prospector']
3925,Fc1cccc2cccnc12,O,0,0,3.21,['3.21'],['pKa_prospector']
3926,Nc1cccc2cccnc12,O,0,0,3.95,['3.95'],['pKa_prospector']
3927,O=[N+]([O-])c1cccc2cccnc12,O,0,0,2.55,['2.55'],['pKa_prospector']
3928,c1cnc2ncccc2c1,O,0,0,3.36,['3.36'],['pKa_prospector']
3929,Nc1cccc2ccncc12,O,0,0,6.04,['6.04'],['pKa_prospector']
3930,O=[N+]([O-])c1cccc2ccncc12,O,0,0,3.55,['3.55'],['pKa_prospector']
3931,c1cc2ccc3ccncc3c2cn1,O,0,0,3.1,['3.10'],['pKa_prospector']
3932,c1cnc2cnccc2c1,O,0,0,3.61,['3.61'],['pKa_prospector']
3933,Nc1cccc2ccnnc12,O,0,0,3.66,['3.66'],['pKa_prospector']
3934,Nc1cccc2cn[nH]c12,O,0,0,3.02,['3.02'],['pKa_prospector']
3935,Nc1ccc2cn[nH]c2c1,O,0,0,3.99,['3.99'],['pKa_prospector']
3936,Nc1cccc2cnccc12,O,0,0,5.57,['5.57'],['pKa_prospector']
3937,O=[N+]([O-])c1cccc2cnccc12,O,0,0,3.49,['3.49'],['pKa_prospector']
