,Solute SMILES,Solvent SMILES,Solute CAS,Solute IUPAC,pKa (avg),pKa (all),Source
611,CC(C)[NH2+]CC(O)COc1cccc([N+](=O)[O-])c1,O,0,0,7.85,['7.85'],['pKa_prospector']
612,CC(C)[NH2+]CC(O)COc1cccc(OCC(O)C[NH2+]C(C)C)c1,O,0,0,9.33,['9.33'],['pKa_prospector']
613,CC(C)[NH2+]CC(O)COc1cccc2c1CC(=O)N2,O,0,0,7.1,['7.10'],['pKa_prospector']
614,CC(C)[NH2+]CC(O)COc1cccc2c1N(C(=O)c1cccnc1)CCC2,O,0,0,9.48,['9.48'],['pKa_prospector']
615,CC(C)[NH2+]CC(O)COc1cccc2cccc(OCC(O)C[NH2+]C(C)C)c12,O,0,0,9.26,['9.26'],['pKa_prospector']
616,CC(C)[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,O,0,0,9.5,['9.50'],['pKa_prospector']
617,CC(C)[NH2+]CC(O)COc1cccc2[nH]ccc12,O,0,0,9.25,['9.25'],['pKa_prospector']
618,CC(C)[NH2+]CC(O)COc1cccc2ccccc12,O,0,0,9.54,['9.54'],['pKa_prospector']
619,CC(C)[NH2+]CC(COc1cccc2ccccc12)OS(=O)(=O)[O-],O,0,0,9.59,['9.59'],['pKa_prospector']
620,CC(C)[NH2+]CC(O)COc1cccc2c(OCC(O)C[NH2+]C(C)C)cccc12,O,0,0,9.3,['9.30'],['pKa_prospector']
621,CC(=O)c1cc2cccc(OCC(O)C[NH2+]C(C)C)c2o1,O,0,0,9.5,['9.50'],['pKa_prospector']
622,CC(C)[NH2+]CC(O)COc1ccccc1,O,0,0,9.45,['9.45'],['pKa_prospector']
623,CC(C)[NH2+]CC(O)COc1ccccc1C1CC1,O,0,0,9.6,['9.60'],['pKa_prospector']
624,CC(C)[NH2+]CC(O)COc1ccccc1C1CC2CCC1C2,O,0,0,9,['9.00'],['pKa_prospector']
625,C=CCc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.6,['9.60'],['pKa_prospector']
626,COc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.7,['9.70'],['pKa_prospector']
627,CC(C)[NH2+]CC(O)COc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.22,['9.22'],['pKa_prospector']
628,C=CCOc1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.46,['9.46'],['pKa_prospector']
629,CC(C)[NH2+]CC(O)COc1ccccc1-c1ccccc1OCC(O)C[NH2+]C(C)C,O,0,0,9.37,['9.37'],['pKa_prospector']
630,CC(C)[NH2+]CC(O)c1ccc(Cl)c(Cl)c1,O,0,0,9.31,['9.31'],['pKa_prospector']
631,CC(C)[NH2+]CC(O)c1ccc([N+](=O)[O-])cc1,O,0,0,8.78,['8.78'],['pKa_prospector']
632,CC(C)[NH2+]CC(O)c1ccc2ccccc2c1,O,0,0,9.42,['9.42'],['pKa_prospector']
633,CC(C)[NH2+]CC(O)c1cccc(F)c1,O,0,0,9.48,['9.48'],['pKa_prospector']
634,CC(C)[NH2+]CCC(C(N)=O)(c1ccccc1)c1ccccn1,O,0,0,9.92,['9.92'],['pKa_prospector']
635,CC(C)[NH2+]CCCC1(C(N)=O)c2ccccc2-c2ccccc21,O,0,0,10.87,['10.87'],['pKa_prospector']
636,CC(C)[NH2+]CCc1ccccc1,O,0,0,10.09,['10.09'],['pKa_prospector']
637,CC(C)Nc1ncnc2c1cnn2C,O,0,0,4.18,['4.18'],['pKa_prospector']
638,CC(C)Nc1cccc(P(=O)([O-])[O-])c1,O,0,0,7.33,['7.33'],['pKa_prospector']
639,CC(C)Nc1ccccc1,O,0,0,5.77,['5.77'],['pKa_prospector']
640,CC(C)Nc1ccccc1C(N)=O,O,0,0,4.5,['4.50'],['pKa_prospector']
641,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,O,0,0,1.8,['1.80'],['pKa_prospector']
642,COc1nc(NC(C)C)nc(NC(C)C)n1,O,0,0,4.3,['4.30'],['pKa_prospector']
643,CSc1nc(N=[N+]=[N-])nc(NC(C)C)n1,O,0,0,4,['4.00'],['pKa_prospector']
644,CSc1nc(NC(C)C)nc(NC(C)C)n1,O,0,0,4,['4.00'],['pKa_prospector']
645,COCCCNc1nc(NC(C)C)nc(SC)n1,O,0,0,4,['4.00'],['pKa_prospector']
646,CC(C)OC(=O)c1cc2c(OCC(O)C[NH2+]C(C)(C)C)cccc2[nH]1,O,0,0,8.75,['8.75'],['pKa_prospector']
647,CC(C)OC(=O)n1cc(F)c(=O)[nH]c1=O,O,0,0,6.8,['6.80'],['pKa_prospector']
648,CC(C)OC(C)(C)C=NO,O,0,0,11.64,['11.64'],['pKa_prospector']
649,CC(C)OCn1cc[n+](C)c1C=NO,O,0,0,7.93,['7.93'],['pKa_prospector']
650,COc1c([N-]S(=O)(=O)c2ccc(N)cc2)ncnc1OC(C)C,O,0,0,6.06,['6.06'],['pKa_prospector']
651,COc1ncnc([N-]S(=O)(=O)c2ccc(N)cc2)c1OC(C)C,O,0,0,6.1,['6.10'],['pKa_prospector']
652,CC(C)Oc1nc(N)nc2nccnc12,O,0,0,3.67,['3.67'],['pKa_prospector']
653,CC(C)Oc1ccc(C(=O)[O-])cc1,O,0,0,4.68,['4.68'],['pKa_prospector']
654,CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,O,0,0,3.43,['3.43'],['pKa_prospector']
655,CC(C)Oc1cccc(C(=O)[O-])c1,O,0,0,4.15,['4.15'],['pKa_prospector']
656,CC(C)Oc1ccccc1C(=O)[O-],O,0,0,4.24,['4.24'],['pKa_prospector']
657,CC(C)Oc1cnc([N-]S(=O)(=O)c2ccccc2)nc1,O,0,0,5.77,['5.77'],['pKa_prospector']
658,CC(C)S(=O)(=O)C(C)(C)C(Cl)=NO,O,0,0,8.68,['8.68'],['pKa_prospector']
659,CSC(=NO)C(C)(C)S(=O)(=O)C(C)C,O,0,0,9.38,['9.38'],['pKa_prospector']
660,CC(C)S(=O)(=O)C(C)C(=O)[O-],O,0,0,2.52,['2.52'],['pKa_prospector']
661,CC(=NO)SC(C)C,O,0,0,11.69,['11.69'],['pKa_prospector']
662,CC(C)SC(=NO)C(C)(C)S(=O)(=O)C1CCCCC1,O,0,0,9.36,['9.36'],['pKa_prospector']
663,CC(C)SC(C)C(=O)[O-],O,0,0,3.78,['3.78'],['pKa_prospector']
664,CC(CSC(C)C)=NO,O,0,0,11.95,['11.95'],['pKa_prospector']
665,CC(C)SCC(=O)[O-],O,0,0,3.72,['3.72'],['pKa_prospector']
666,CC(C)c1nc2ccccc2[nH]1,O,0,0,6.21,['6.21'],['pKa_prospector']
667,CC(C)c1c(Br)cc(Br)c(=O)c(O)c1Br,O,0,0,6,['6.00'],['pKa_prospector']
668,CC(C)c1cc(O)c(=O)c(Br)cc1Br,O,0,0,4.28,['4.28'],['pKa_prospector']
669,CC(C)c1cc(O)c(=O)ccc1Br,O,0,0,4.54,['4.54'],['pKa_prospector']
670,CC(C)c1cc(C(=O)[O-])cc(C(C)(C)C)c1,O,0,0,6.61,['6.61'],['pKa_prospector']
671,CC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],O,0,0,4.47,['4.47'],['pKa_prospector']
672,CC(=O)Nc1ccc(O)c(C(C)C)c1,O,0,0,10.21,['10.21'],['pKa_prospector']
673,CC(C)c1ccc(Br)c(=O)c(O)c1,O,0,0,4.28,['4.28'],['pKa_prospector']
674,CC(C)c1ccc(Br)c(=O)c(O)c1Br,O,0,0,4.44,['4.44'],['pKa_prospector']
675,CC(C)c1ccc(C[NH2+]C(Cc2ccccc2)Cc2ccccc2)cc1,O,0,0,6.55,['6.55'],['pKa_prospector']
676,CC(C)c1cccc(=O)c(O)c1,O,0,0,7.25,['7.25'],['pKa_prospector']
677,CC(C)c1cccc(=O)c(O)c1Br,O,0,0,4.68,['4.68'],['pKa_prospector']
678,CC(C)c1cccc(O)c(=O)c1,O,0,0,7,['7.00'],['pKa_prospector']
679,CC(C)c1cccc(N)c1,O,0,0,4.67,['4.67'],['pKa_prospector']
680,CC(C)c1cccc(C(C)C)c1[NH+]=C1NCCN1,O,0,0,10.65,['10.65'],['pKa_prospector']
681,CC(C)c1cccc(C(C)(C)C)n1,O,0,0,5.13,['5.13'],['pKa_prospector']
682,CC(C)c1cccc(C(C)C)n1,O,0,0,5.34,['5.34'],['pKa_prospector']
683,CC(C)c1ccccc1N,O,0,0,4.24,['4.24'],['pKa_prospector']
684,CC(C)c1ccccc1N(C)C,O,0,0,5.05,['5.05'],['pKa_prospector']
685,COc1ccc(CC[NH2+]CC(O)COc2ccc(-c3[nH]c(C(C)C)c[nH+]3)cc2)cc1OC,O,0,0,8,['8.00'],['pKa_prospector']
686,CC(C)c1cnc([N-]S(=O)(=O)c2ccc(N)cc2)nc1,O,0,0,6.6,['6.60'],['pKa_prospector']
687,CC(C)c1c[nH+]ccc1N(C)C,O,0,0,8.26,['8.26'],['pKa_prospector']
688,CNc1cc[nH+]cc1C(C)C,O,0,0,9.98,['9.98'],['pKa_prospector']
689,CC(C)c1[nH+]cc([N+](=O)[O-])n1C,O,0,0,2.73,['2.73'],['pKa_prospector']
690,CC(C)n1cnc2ccccc21,O,0,0,5.71,['5.71'],['pKa_prospector']
691,CC(OCn1cc[n+](C)c1C=NO)C1CCCCC1,O,0,0,8.05,['8.05'],['pKa_prospector']
692,CC(C=C(c1ccccc1)c1ccccc1)[NH+](C)C,O,0,0,9.21,['9.21'],['pKa_prospector']
693,CC(C=C(c1cccs1)c1cccs1)[NH+](C)C,O,0,0,8.9,['8.90'],['pKa_prospector']
694,CC(C=C(c1cccs1)c1cccs1)[NH+]1CCCCC1,O,0,0,8.41,['8.41'],['pKa_prospector']
695,CC(C=C(c1cccs1)c1cccs1)[NH+]1CCCCCC1,O,0,0,7.91,['7.91'],['pKa_prospector']
696,CC(C=C(c1cccs1)c1cccs1)[NH+]1CCCCCCC1,O,0,0,7.47,['7.47'],['pKa_prospector']
697,C=CC(C)OCn1cc[n+](C)c1C=NO,O,0,0,8.1,['8.10'],['pKa_prospector']
698,C#CCC(C)OCn1cc[n+](C)c1C=NO,O,0,0,8.03,['8.03'],['pKa_prospector']
699,CC(CC(=O)[O-])C(=O)[O-],O,0,0,5.63,['5.63'],['pKa_prospector']
700,CC(CC(C#N)(c1ccccc1)c1ccccc1)[NH+](C)C,O,0,0,8.26,['8.26'],['pKa_prospector']
701,CC(CC(C#N)(c1ccccc1)c1ccccc1)[NH+]1CCCCC1,O,0,0,7.68,['7.68'],['pKa_prospector']
702,CC(CC(C#N)(c1ccccc1)c1ccccc1)[NH+]1CCOCC1,O,0,0,6.05,['6.05'],['pKa_prospector']
703,CC(CC(C)(C)C)OCn1cc[n+](C)c1C=NO,O,0,0,8,['8.00'],['pKa_prospector']
704,CC(CC(c1ccccc1)c1ccccc1)[NH+](C)C,O,0,0,9.43,['9.43'],['pKa_prospector']
705,CC(CC(c1ccccc1)c1ccccc1)[NH+]1CCCCC1,O,0,0,8.75,['8.75'],['pKa_prospector']
706,CC(CC(c1ccccc1)c1ccccc1)[NH+]1CCOCC1,O,0,0,6.85,['6.85'],['pKa_prospector']
707,C[NH2+]C(C)CC1CCCC1,O,0,0,11.47,['11.47'],['pKa_prospector']
708,CC([NH3+])CC1CCCCC1,O,0,0,10.14,['10.14'],['pKa_prospector']
709,C[NH2+]C(C)CC1CCCCC1,O,0,0,10.58,['10.58'],['pKa_prospector']
710,CC(CCC(=O)[O-])C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,O,0,0,5.12,['5.12'],['pKa_prospector']
711,CC(CCC(=O)[O-])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,O,0,0,4.34,['4.34'],['pKa_prospector']
712,CC(CCC(C(=O)[O-])(c1ccccc1)c1ccccc1)[NH+](C)C,O,0,0,10.88,['10.88'],['pKa_prospector']
713,CC(O)CC[c-]1c(=O)n(-c2ccccc2)n(-c2ccc(O)cc2)c1=O,O,0,0,4.3,['4.30'],['pKa_prospector']
714,CC(O)CC[c-]1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,O,0,0,4,['4.00'],['pKa_prospector']
715,CC(CCC[N+](=O)[O-])OCn1cc[n+](C)c1C=NO,O,0,0,7.97,['7.97'],['pKa_prospector']
716,CC(CCC[NH2+]Cc1ccccc1)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,O,0,0,9.12,['9.12'],['pKa_prospector']
717,CC([NH3+])CCCc1ccc(O)cc1,O,0,0,9.4,['9.40'],['pKa_prospector']
718,CC([NH3+])CCCc1ccccc1,O,0,0,9.99,['9.99'],['pKa_prospector']
719,COC(C)CCOCn1cc[n+](C)c1C=NO,O,0,0,7.93,['7.93'],['pKa_prospector']
720,CC([NH3+])CCc1ccc(O)cc1,O,0,0,9.14,['9.14'],['pKa_prospector']
721,CC([NH3+])CCc1ccccc1,O,0,0,9.79,['9.79'],['pKa_prospector']
722,CC(CCc1ccccc1)[NH2+]CC(O)c1ccc(O)c(C(N)=O)c1,O,0,0,9.45,['9.45'],['pKa_prospector']
723,CC(O)(CCl)C(=O)[O-],O,0,0,3.2,['3.20'],['pKa_prospector']
724,CC(C[N+](=O)[O-])OCn1cc[n+](C)c1C=NO,O,0,0,8.07,['8.07'],['pKa_prospector']
725,CC(=O)C(c1ccccc1)(c1ccccc1)C(C)C[NH+](C)C,O,0,0,9.53,['9.53'],['pKa_prospector']
726,CC(C[NH+](C)C)N1c2ccccc2Sc2ccccc21,O,0,0,8.91,['8.91'],['pKa_prospector']
727,CC(O)C[NH+](C)CCO,O,0,0,8.7,['8.70'],['pKa_prospector']
728,CC(O)C[NH+](CC(C)O)C(C)(C)C,O,0,0,9.4,['9.40'],['pKa_prospector']
729,CC(O)C[NH+](CC(C)O)CC(C)O,O,0,0,7.86,['7.86'],['pKa_prospector']
730,C=CC[NH+](CC(C)O)CC(C)O,O,0,0,8.2,['8.20'],['pKa_prospector']
731,CC(O)CN(CC[NH+]1CCOCC1)CC(C)O,O,0,0,7.9,['7.90'],['pKa_prospector']
732,CC(O)C[NH+](Cc1cc2cc(S(N)(=O)=O)sc2s1)CC(C)O,O,0,0,5.75,['5.75'],['pKa_prospector']
733,CC(O)C[NH+](Cc1ccccc1)CC(C)O,O,0,0,7.5,['7.50'],['pKa_prospector']
734,CC(CN1CC(=O)NC(=O)C1)[NH+]1CC(=O)NC(=O)C1,O,0,0,9.74,['9.74'],['pKa_prospector']
735,CC(=O)C(C)C[NH+]1CCCCC1,O,0,0,9.73,['9.73'],['pKa_prospector']
736,CC(C[NH+]1CCCCC1)C(C#N)(c1ccccc1)c1ccccc1,O,0,0,7.49,['7.49'],['pKa_prospector']
737,CC(O)CN1CC[NH+](CC(C)O)CC1,O,0,0,7.1,['7.10'],['pKa_prospector']
738,CC(C[NH+]1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,O,0,0,7,['7.00'],['pKa_prospector']
739,CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)C[NH+](C)C,O,0,0,8.4,['8.40'],['pKa_prospector']
740,COc1ccc2c(c1)N(CC(C)C[NH+](C)C)c1ccccc1S2,O,0,0,9.17,['9.17'],['pKa_prospector']
741,CC(CN1c2ccccc2Sc2ccccc21)C[NH+](C)C,O,0,0,9.05,['9.05'],['pKa_prospector']
742,CC(CN1c2ccccc2Sc2ccccc21)[NH+](C)C,O,0,0,9.15,['9.15'],['pKa_prospector']
743,CC(O)C[NH2+]C(C)(C)C,O,0,0,10,['10.00'],['pKa_prospector']
744,C[NH2+]CC(C)c1ccccc1,O,0,0,9.88,['9.88'],['pKa_prospector']
745,CC(CO)NC(=O)C1CC2c3cccc4[nH]cc(c34)CC2[NH+](C)C1,O,0,0,7.4,['7.40'],['pKa_prospector']
746,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2[NH+](C)C1,O,0,0,7.02,['7.02'],['pKa_prospector']
747,CC(CO)n1cc2c3c(cccc31)C1=CC(C(N)=O)C[NH+](C)C1C2,O,0,0,7.43,['7.43'],['pKa_prospector']
748,CC(C#Cc1ccccc1)COCn1cc[n+](C)c1C=NO,O,0,0,7.99,['7.99'],['pKa_prospector']
749,CC(COCn1cc[n+](C)c1C=NO)[N+](=O)[O-],O,0,0,7.99,['7.99'],['pKa_prospector']
750,CC(O)COc1cccc2oc(C(=O)[O-])cc(=O)c12,O,0,0,1.46,['1.46'],['pKa_prospector']
751,CC(COc1ccccc1)NN,O,0,0,6.9,['6.90'],['pKa_prospector']
752,CC(N)CS(=O)(=O)[O-],O,0,0,9.15,['9.15'],['pKa_prospector']
753,COc1ccc2[nH]cc(CC(C)[NH3+])c2c1,O,0,0,10.3,['10.30'],['pKa_prospector']
754,CC([NH3+])Cc1ccc(Cl)c(Cl)c1,O,0,0,9.2,['9.20'],['pKa_prospector']
755,COc1ccc(CC(C)[NH3+])cc1OC,O,0,0,9.6,['9.60'],['pKa_prospector']
756,C[NH2+]C(C)Cc1ccc(OC)c(OC)c1,O,0,0,9.81,['9.81'],['pKa_prospector']
757,CC([NH3+])Cc1ccc(Cl)cc1,O,0,0,9.8,['9.80'],['pKa_prospector']
758,CC([NH3+])Cc1ccc(O)cc1,O,0,0,9.31,['9.31'],['pKa_prospector']
759,C[NH2+]C(C)Cc1ccc(O)cc1,O,0,0,9.4,['9.40'],['pKa_prospector']
760,COc1ccc(CC(C)[NH3+])cc1,O,0,0,9.53,['9.53'],['pKa_prospector']
761,CC([NH3+])Cc1cccc(Cl)c1,O,0,0,9.8,['9.80'],['pKa_prospector']
762,CC([NH3+])Cc1cccc2c1OCO2,O,0,0,9.67,['9.67'],['pKa_prospector']
763,CC(C#N)(Cc1ccccc1)C(=O)[O-],O,0,0,2.29,['2.29'],['pKa_prospector']
764,CC([NH3+])(Cc1ccccc1)C(=O)[O-],O,0,0,9.57,['9.57'],['pKa_prospector']
765,CC([NH3+])Cc1ccccc1,O,0,0,9.92,['9.92'],['pKa_prospector']
766,CC(Cc1ccccc1)[NH+](C)C,O,0,0,9.6,['9.60'],['pKa_prospector']
767,CC(Cc1ccccc1)N(C)CCC#N,O,0,0,6.95,['6.95'],['pKa_prospector']
768,CC(Cc1ccccc1)[NH+](C)Cc1ccccc1,O,0,0,6.55,['6.55'],['pKa_prospector']
769,C[NH2+]C(C)Cc1ccccc1,O,0,0,10.11,['10.11'],['pKa_prospector']
770,CC(Cc1ccccc1)NCCC#N,O,0,0,7.23,['7.23'],['pKa_prospector']
771,CC(Cc1ccccc1)[NH2+]Cc1ccccc1,O,0,0,7.5,['7.50'],['pKa_prospector']
772,C[NH2+]C(C)Cc1ccccc1OC,O,0,0,10.4,['10.40'],['pKa_prospector']
773,CC(O)NC(=O)C1CC2c3cccc4[nH]cc(c34)CC2[NH+](C)C1,O,0,0,7.38,['7.38'],['pKa_prospector']
774,COCCOCC[NH2+]C(C)c1cc2cc(S(N)(=O)=O)sc2s1,O,0,0,7.13,['7.13'],['pKa_prospector']
775,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1,O,0,0,4.27,['4.27'],['pKa_prospector']
776,CC(C(=O)[O-])c1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,O,0,0,3.99,['3.99'],['pKa_prospector']
777,CC(C(=O)[O-])c1ccc(N2C(=O)C3CC=CCC3C2=O)cc1,O,0,0,3.63,['3.63'],['pKa_prospector']
778,CC(C(=O)[O-])c1ccc(N2C(=O)C3CCCCC3C2=O)cc1,O,0,0,3.49,['3.49'],['pKa_prospector']
779,CC(C(=O)[O-])c1ccc(N2C(=O)C3CCCCC3C2O)cc1,O,0,0,3.72,['3.72'],['pKa_prospector']
780,CC(C(=O)[O-])c1ccc(N2CC3=C(CC=CC3)C2=O)cc1,O,0,0,4.64,['4.64'],['pKa_prospector']
781,CC(C(=O)[O-])c1ccc(N2CC3=C(CCCC3)C2=O)cc1,O,0,0,4.27,['4.27'],['pKa_prospector']
782,CC(C(=O)[O-])c1ccc(N2CC3CCCCC3C2=O)cc1,O,0,0,4.13,['4.13'],['pKa_prospector']
783,CC(C(=O)[O-])c1ccc(N2Cc3ccccc3C2=O)cc1,O,0,0,4.5,['4.50'],['pKa_prospector']
784,COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,O,0,0,4.38,['4.38'],['pKa_prospector']
785,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,O,0,0,4.6,['4.60'],['pKa_prospector']
786,CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1,O,0,0,4.5,['4.50'],['pKa_prospector']
787,CC([NH3+])(C(=O)[O-])c1ccccc1,O,0,0,9.57,['9.57'],['pKa_prospector']
788,CC(O)(C(=O)[O-])c1ccccc1,O,0,0,3.53,['3.53'],['pKa_prospector']
789,C[NH+](C)CCOC(C)(c1ccccc1)c1ccccn1,O,0,0,9.2,['9.20'],['pKa_prospector']
790,C[NH+]=C1SC(C)(C)C(=[NH+]O)N1C,O,0,0,12.67,['12.67'],['pKa_prospector']
791,CN1CC[NH2+]C(C)(C)C1=[NH+]O,O,0,0,14.71,['14.71'],['pKa_prospector']
792,CC1(C)SC2=CCCCN2C1=[NH+]O,O,0,0,13.21,['13.21'],['pKa_prospector']
793,CC1(C)SC2=[NH+]CCCCN2C1=[NH+]O,O,0,0,12.67,['12.67'],['pKa_prospector']
794,CC1(C)SCCNC1=[NH+]O,O,0,0,13.83,['13.83'],['pKa_prospector']
795,CC1(C)SC(=C(C#N)C#N)SC1=NO,O,0,0,8.28,['8.28'],['pKa_prospector']
796,CC(C)(C)N=C1SC(=NO)C(C)(C)S1,O,0,0,9.9,['9.90'],['pKa_prospector']
797,CN=C1SC(=NO)C(C)(C)S1,O,0,0,9.71,['9.71'],['pKa_prospector']
798,CN(C)N=C1SC(=NO)C(C)(C)S1,O,0,0,9.88,['9.88'],['pKa_prospector']
799,COS(=O)(=O)N=C1SC(=NO)C(C)(C)S1,O,0,0,8.84,['8.84'],['pKa_prospector']
800,CC1(C)SC(=S)SC1=NO,O,0,0,8.94,['8.94'],['pKa_prospector']
801,CN1C(=O)CSC(=NO)C1(C)C,O,0,0,10.49,['10.49'],['pKa_prospector']
802,CC1(C)SCCSC1=NO,O,0,0,10.65,['10.65'],['pKa_prospector']
803,CN1C(=O)C(C)(C)SC1=[NH+]O,O,0,0,11.81,['11.81'],['pKa_prospector']
804,CN1C(=O)C(C)(C)NC1=S,O,0,0,10.8,['10.80'],['pKa_prospector']
805,C[NH+]1CCC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)=C2c3cccc4[nH]cc(c34)CC21,O,0,0,6.4,['6.40'],['pKa_prospector']
806,C[NH+]1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,O,0,0,6.9,['6.90'],['pKa_prospector']
807,CC1(C)SC(=[NH+]O)NC1=O,O,0,0,12.33,['12.33'],['pKa_prospector']
808,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,O,0,0,8.28,['8.28'],['pKa_prospector']
809,CC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,O,0,0,7.88,['7.88'],['pKa_prospector']
810,CC(C)(C)CC1(C)C(=O)NC(=O)NC1=O,O,0,0,8.04,['8.04'],['pKa_prospector']
811,CC1(c2ccccc2)C(=O)NC(=O)NC1=O,O,0,0,7.73,['7.73'],['pKa_prospector']
812,CC1(C)SC(=O)[N-]C1=O,O,0,0,6.64,['6.64'],['pKa_prospector']
813,CC1(C)NC(=S)NC1=O,O,0,0,8.71,['8.71'],['pKa_prospector']
814,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)[O-],O,0,0,2.94,['2.94'],['pKa_prospector']
815,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)[O-],O,0,0,2.91,['2.91'],['pKa_prospector']
816,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C([NH3+])c3ccccc3)C2SC1(C)C,O,0,0,7,['7.00'],['pKa_prospector']
817,CC1(C)SC2C(NC(=O)C(Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)[O-],O,0,0,5.41,['5.41'],['pKa_prospector']
818,CC1(C)SC2C(NC(=O)CCOc3ccccc3)C(=O)N2C1C(=O)[O-],O,0,0,2.78,['2.78'],['pKa_prospector']
819,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-],O,0,0,2.8,['2.80'],['pKa_prospector']
820,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-],O,0,0,2.75,['2.75'],['pKa_prospector']
821,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-],O,0,0,2.77,['2.77'],['pKa_prospector']
822,C[NH2+]C1(C)C2CCC(C2)C1(C)C,O,0,0,11.2,['11.20'],['pKa_prospector']
823,CC1(C)C2CCC1(C)C([NH3+])C2,O,0,0,10.01,['10.01'],['pKa_prospector']
824,CC1(C)CC(Nc2ccccc2)=CC(=Nc2ccccc2)C1,O,0,0,9.89,['9.89'],['pKa_prospector']
825,CC1(C)CC(=O)CC(C)(C)[NH2+]1,O,0,0,7.9,['7.90'],['pKa_prospector']
826,CC1(C)CC2CCN1C(=O)C2,O,0,0,5.28,['5.28'],['pKa_prospector']
827,CC1(C)CCC(c2ccccc2)([NH+]2CCCCC2)CC1,O,0,0,8.27,['8.27'],['pKa_prospector']
828,CC1(C)CCCC(C(=O)[O-])C1,O,0,0,6.27,['6.27'],['pKa_prospector']
829,CC1(C)CCCC(C)(C)[NH2+]1,O,0,0,11.07,['11.07'],['pKa_prospector']
830,C[NH+]1C(C)(C)CCCC1(C)C,O,0,0,11.19,['11.19'],['pKa_prospector']
831,CSC1(C)CCCC1=NO,O,0,0,11.94,['11.94'],['pKa_prospector']
832,CC1(C(=O)[O-])CCCCC1,O,0,0,5.15,['5.15'],['pKa_prospector']
833,CC1(COc2ccc(CC3SC(=O)[N-]C3=O)cc2)CCCCC1,O,0,0,6.1,['6.10'],['pKa_prospector']
834,CSC1(C)CCCCC1=NO,O,0,0,11.94,['11.94'],['pKa_prospector']
835,CC1(C)C[NH+](CCN2CCN(c3cccc(Cl)c3)C2=O)C1,O,0,0,9.19,['9.19'],['pKa_prospector']
836,CN1C(=O)C(=NO)SC1(C)C,O,0,0,9.15,['9.15'],['pKa_prospector']
837,CN(C)C(=O)c1cccc(COc2ccc(N3C(N)=[NH+]C(N)=[NH+]C3(C)C)cc2Cl)c1,O,0,0,10.27,['10.27'],['pKa_prospector']
838,CC1(C)SCC(=NO)S1,O,0,0,10.96,['10.96'],['pKa_prospector']
839,CC1(C=NO)SCCS1,O,0,0,11.61,['11.61'],['pKa_prospector']
840,C[NH+](C)C1C([O-])=C(C(=O)NC[NH+]2CCCC2)C(=O)C2(O)C([O-])=C3C(=O)c4c([O-])cccc4C(C)(O)C3CC12,O,0,0,7.4,['7.40'],['pKa_prospector']
841,CN1C(=[NH2+])C(C)(C)c2ccccc21,O,0,0,9.25,['9.25'],['pKa_prospector']
842,C[NH+]1CCC23c4c5ccc(O)c4OC2(C)C(=O)CCC3C1C5,O,0,0,8.1,['8.10'],['pKa_prospector']
843,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)[O-],O,0,0,4,['4.00'],['pKa_prospector']
